.chain,.iteration,.draw,1,2,value,type
1,52,52,1.8768,0.841093,19.4995638274716,Lognormal
1,53,53,1.70354,0.998318,21.710560641353,Lognormal
1,54,54,1.62561,0.97383,19.8207756398477,Lognormal
1,55,55,2.18795,0.809501,4.05438078446077,Lognormal
1,56,56,1.915,0.918922,0.743799991753283,Lognormal
1,57,57,1.90035,0.790441,4.72198357228436,Lognormal
1,58,58,1.95568,0.798024,6.17924301021579,Lognormal
1,59,59,2.14602,0.81364,17.8097396286215,Lognormal
1,60,60,2.09131,1.07586,5.21787394282284,Lognormal
1,61,61,2.14495,1.00072,15.1527419872809,Lognormal
1,62,62,1.83301,0.873879,9.01004148412163,Lognormal
1,63,63,2.2737,0.658699,14.4197673897576,Lognormal
1,64,64,2.04408,0.88176,18.3091062103993,Lognormal
1,65,65,2.18181,0.980462,3.28870933704135,Lognormal
1,66,66,2.19417,1.01249,20.4653670535036,Lognormal
1,67,67,2.04233,0.976635,2.38476522871624,Lognormal
1,68,68,2.11759,0.701247,5.47604057534897,Lognormal
1,69,69,2.08918,0.728027,2.81794135794018,Lognormal
1,70,70,2.1104,0.913005,18.8060916233984,Lognormal
1,71,71,2.25785,0.904288,10.3646092285773,Lognormal
1,72,72,2.02708,0.938104,2.51537156929413,Lognormal
1,73,73,2.41449,0.903147,1.41725881205193,Lognormal
1,74,74,2.06555,0.790171,1.98631742560734,Lognormal
1,75,75,2.13515,0.833222,23.5195446248492,Lognormal
1,76,76,2.02862,0.807611,8.09429746808881,Lognormal
1,77,77,2.23476,0.712018,5.4432535102602,Lognormal
1,78,78,1.9546,0.915035,13.4608188340343,Lognormal
1,79,79,1.94769,0.923995,4.06291344967776,Lognormal
1,80,80,2.05604,0.694847,12.2963946081671,Lognormal
1,81,81,2.13189,0.71403,5.63621501759919,Lognormal
1,82,82,2.26839,0.933988,4.12430709246007,Lognormal
1,83,83,2.19544,0.749221,12.1745511604153,Lognormal
1,84,84,2.4063,0.818784,19.5986264807123,Lognormal
1,85,85,2.16159,0.82352,6.71329128227564,Lognormal
1,86,86,2.15889,0.836348,18.0810792503968,Lognormal
1,87,87,2.05064,0.906209,6.79659174242482,Lognormal
1,88,88,2.01543,0.972034,15.1799080812143,Lognormal
1,89,89,1.99876,0.95087,7.91490279508789,Lognormal
1,90,90,2.18312,0.814597,2.31916578129684,Lognormal
1,91,91,2.03328,0.77408,14.0320428406318,Lognormal
1,92,92,2.25166,0.747453,60.9103745519815,Lognormal
1,93,93,1.94541,0.856988,2.69912457613873,Lognormal
1,94,94,2.09524,0.604564,17.9394811541865,Lognormal
1,95,95,2.21943,0.724129,4.65745638193996,Lognormal
1,96,96,2.03984,0.874876,2.49084308044347,Lognormal
1,97,97,2.12659,0.671465,6.60860789101134,Lognormal
1,98,98,2.08994,0.812662,5.86665793407677,Lognormal
1,99,99,2.01545,0.816013,6.49229215653685,Lognormal
1,100,100,2.1784,0.82243,2.11784426214511,Lognormal
1,101,101,2.03098,0.786008,4.98037748774578,Lognormal
1,102,102,2.12274,0.869818,3.79990250826967,Lognormal
1,103,103,2.13671,0.794231,3.13758356942493,Lognormal
1,104,104,1.93357,0.708042,1.83792357190484,Lognormal
1,105,105,2.07195,0.904949,30.8774210512028,Lognormal
1,106,106,2.13794,0.770002,18.4869758763188,Lognormal
1,107,107,1.94218,0.829711,9.76553856749771,Lognormal
1,108,108,2.08646,0.863446,3.66184201407728,Lognormal
1,109,109,2.2374,0.836746,50.8846722762828,Lognormal
1,110,110,2.11113,0.815723,6.15066261313832,Lognormal
1,111,111,2.11075,0.802184,36.060998912138,Lognormal
1,112,112,2.29469,0.882932,2.01427920229974,Lognormal
1,113,113,2.04939,0.905748,38.1562500093631,Lognormal
1,114,114,1.97223,0.84014,9.24728467805163,Lognormal
1,115,115,2.04822,0.913901,0.91072936871646,Lognormal
1,116,116,1.90311,0.780806,2.67545819443359,Lognormal
1,117,117,1.93173,0.850096,3.68296484394009,Lognormal
1,118,118,2.17439,0.812467,5.77726392095761,Lognormal
1,119,119,2.16958,0.847472,13.9607580312321,Lognormal
1,120,120,2.15134,0.821563,12.6019948943598,Lognormal
1,121,121,2.15134,0.821563,16.2548099260337,Lognormal
1,122,122,2.0329,0.73623,6.938621558407,Lognormal
1,123,123,2.17631,0.79972,3.83620706348095,Lognormal
1,124,124,2.0769,0.892221,25.864583789614,Lognormal
1,125,125,2.34134,0.89698,2.68413774525351,Lognormal
1,126,126,2.08168,0.915205,67.6610577110656,Lognormal
1,127,127,2.15273,0.696249,4.03663022476495,Lognormal
1,128,128,2.09058,1.10279,1.42200649290658,Lognormal
1,129,129,1.92314,1.06149,6.23606285878121,Lognormal
1,130,130,1.89607,0.93572,18.9063166652015,Lognormal
1,131,131,2.27301,0.812573,20.005146488282,Lognormal
1,132,132,2.04304,0.922475,5.78318420424826,Lognormal
1,133,133,2.05197,0.918276,17.2686129866316,Lognormal
1,134,134,2.13759,0.789455,3.68532620540421,Lognormal
1,135,135,2.08487,0.875328,12.471856749418,Lognormal
1,136,136,1.90835,0.917552,13.6461923936384,Lognormal
1,137,137,1.86708,0.992679,4.43461515344527,Lognormal
1,138,138,1.82081,1.00418,0.798151009460607,Lognormal
1,139,139,2.28416,0.839748,1.65585146807247,Lognormal
1,140,140,2.10154,0.81298,10.7897598348962,Lognormal
1,141,141,1.99487,0.805091,26.4289298577142,Lognormal
1,142,142,2.14155,0.766121,12.3690025599018,Lognormal
1,143,143,2.13298,0.740954,20.0891181584912,Lognormal
1,144,144,2.41709,0.784356,11.2581055863326,Lognormal
1,145,145,2.37192,0.842609,29.1467853397761,Lognormal
1,146,146,2.01531,0.998404,5.41197694151765,Lognormal
1,147,147,2.11141,0.699348,7.50466825927477,Lognormal
1,148,148,2.24144,0.792179,26.1255285780586,Lognormal
1,149,149,2.09392,0.774177,5.33068340811384,Lognormal
1,150,150,2.14818,0.864663,3.02967507318985,Lognormal
1,151,151,2.06288,0.801441,2.26104924924895,Lognormal
1,152,152,2.03558,0.864755,4.82249150448382,Lognormal
1,153,153,2.28753,0.872371,5.01581743321834,Lognormal
1,154,154,2.14357,0.748878,29.0805802868846,Lognormal
1,155,155,2.16125,0.828186,9.36872824860157,Lognormal
1,156,156,2.05899,0.763805,13.3373906657635,Lognormal
1,157,157,2.17293,0.835098,4.33146403548536,Lognormal
1,158,158,2.28028,0.702327,7.90871604953404,Lognormal
1,159,159,2.18181,0.725575,9.63025956579173,Lognormal
1,160,160,2.18181,0.725575,9.84036305888272,Lognormal
1,161,161,2.1971,0.758464,3.77511066673141,Lognormal
1,162,162,2.31465,0.8657,13.8394737442984,Lognormal
1,163,163,2.09985,0.892415,22.7689430750304,Lognormal
1,164,164,2.07927,0.772838,31.185952905312,Lognormal
1,165,165,2.00684,0.746846,17.6993003457841,Lognormal
1,166,166,2.06088,0.763711,24.2415332377999,Lognormal
1,167,167,2.0882,0.898912,1.9681171103191,Lognormal
1,168,168,2.1043,0.819076,9.965024326413,Lognormal
1,169,169,1.82459,0.951073,5.89078840899137,Lognormal
1,170,170,1.9737,0.974998,9.71933953076125,Lognormal
1,171,171,2.29768,0.801265,5.7789570868853,Lognormal
1,172,172,2.11293,0.719297,2.45036513195119,Lognormal
1,173,173,1.99501,0.751054,2.13499844185239,Lognormal
1,174,174,1.91303,0.739531,8.86716703251567,Lognormal
1,175,175,2.32065,0.89444,7.78364943725448,Lognormal
1,176,176,2.08409,0.91029,11.6819758182981,Lognormal
1,177,177,2.11655,0.765458,2.427852911053,Lognormal
1,178,178,1.96133,0.865183,17.5720644563275,Lognormal
1,179,179,2.14792,0.831678,7.10208118410901,Lognormal
1,180,180,2.09162,0.996163,7.37624490566553,Lognormal
1,181,181,1.94286,1.00587,1.73635297698733,Lognormal
1,182,182,1.95504,1.0244,99.7925003350818,Lognormal
1,183,183,2.25083,1.04045,34.4166593000266,Lognormal
1,184,184,2.22401,1.12097,13.5997846088939,Lognormal
1,185,185,2.15935,0.848771,7.25855230055267,Lognormal
1,186,186,2.12906,0.889481,1.25831443757837,Lognormal
1,187,187,1.94144,0.835395,9.31025407259444,Lognormal
1,188,188,1.84183,0.910694,2.44155606817486,Lognormal
1,189,189,2.12057,0.9891,31.1848185860335,Lognormal
1,190,190,2.19793,0.86835,14.4322942360686,Lognormal
1,191,191,2.141,0.901401,5.88576141431358,Lognormal
1,192,192,1.8186,0.821317,84.4811849786753,Lognormal
1,193,193,2.02573,0.733083,17.1519177541317,Lognormal
1,194,194,2.19208,0.720868,10.1781098138603,Lognormal
1,195,195,2.00781,1.04136,1.9659756802679,Lognormal
1,196,196,2.19795,0.736572,20.9021452856692,Lognormal
1,197,197,2.30724,0.794978,12.2786551031939,Lognormal
1,198,198,2.25364,0.779842,9.09297491585071,Lognormal
1,199,199,2.17872,0.958073,18.4424239646416,Lognormal
1,200,200,2.11562,0.762662,9.4572818957641,Lognormal
1,201,201,2.12929,0.882122,8.36301801339413,Lognormal
1,202,202,2.12929,0.882122,1.75054892773536,Lognormal
1,203,203,2.05425,0.720134,12.3793729126451,Lognormal
1,204,204,2.22423,0.815677,5.20012477275633,Lognormal
1,205,205,2.05797,0.794304,12.9140438245276,Lognormal
1,206,206,2.36982,0.804261,10.1737717602494,Lognormal
1,207,207,2.32206,0.876604,3.53719494422498,Lognormal
1,208,208,1.88166,0.76363,5.06384017820733,Lognormal
1,209,209,2.11724,0.775637,1.98811521498692,Lognormal
1,210,210,2.13318,0.916667,12.8959906672254,Lognormal
1,211,211,2.05474,0.875071,6.13582802572585,Lognormal
1,212,212,2.1001,0.889423,2.89163481199289,Lognormal
1,213,213,2.11617,0.770512,18.809033026355,Lognormal
1,214,214,1.96395,0.92647,16.4666607122266,Lognormal
1,215,215,1.91089,0.727289,6.19006972139998,Lognormal
1,216,216,2.10839,0.857764,7.91455856107244,Lognormal
1,217,217,1.99791,0.876651,5.97746107811,Lognormal
1,218,218,2.13049,1.00663,31.0745311224531,Lognormal
1,219,219,2.18347,0.87029,2.32565724511031,Lognormal
1,220,220,1.93787,0.899489,2.09654466722058,Lognormal
1,221,221,2.27717,0.743221,19.3093966505849,Lognormal
1,222,222,2.261,0.759282,7.00302070688262,Lognormal
1,223,223,2.05493,0.767973,15.5067306642966,Lognormal
1,224,224,2.15668,0.844979,8.01285814413865,Lognormal
1,225,225,1.92489,0.932589,1.30762149254482,Lognormal
1,226,226,2.1429,1.05273,32.7598605432566,Lognormal
1,227,227,1.90876,0.722043,11.1204409176288,Lognormal
1,228,228,2.12122,0.918615,18.1196480236418,Lognormal
1,229,229,2.02419,0.778408,16.1717968579587,Lognormal
1,230,230,2.11099,0.850274,2.07357340162548,Lognormal
1,231,231,2.07187,0.740308,26.1881681704173,Lognormal
1,232,232,2.09318,0.822256,17.147741488854,Lognormal
1,233,233,2.20101,0.912118,28.4334870277733,Lognormal
1,234,234,1.97828,0.876865,13.7786710287004,Lognormal
1,235,235,2.20932,0.911004,14.1760225569301,Lognormal
1,236,236,2.40919,0.797697,20.2978495817461,Lognormal
1,237,237,2.33951,0.883712,31.4798669583323,Lognormal
1,238,238,2.4027,0.854607,5.21770406493752,Lognormal
1,239,239,2.08346,0.81826,4.40450695674139,Lognormal
1,240,240,2.06139,0.784035,21.1563223009481,Lognormal
1,241,241,1.96189,0.98296,10.6954221110272,Lognormal
1,242,242,2.08774,0.922658,4.03669830817609,Lognormal
1,243,243,2.07933,0.875419,34.905108355385,Lognormal
1,244,244,1.99698,0.864401,8.97038898220953,Lognormal
1,245,245,1.92757,0.768734,7.55779604787911,Lognormal
1,246,246,1.89211,0.782231,15.5693769497681,Lognormal
1,247,247,2.30136,0.779141,11.4450201869219,Lognormal
1,248,248,1.90885,0.846809,5.65788331456088,Lognormal
1,249,249,2.03697,0.821959,6.73383971829417,Lognormal
1,250,250,2.03697,0.821959,5.30781516166008,Lognormal
1,251,251,1.90828,0.90943,3.10432989267866,Lognormal
1,252,252,2.05388,0.789574,4.93541933406753,Lognormal
1,253,253,2.29915,0.82394,15.0982055140221,Lognormal
1,254,254,1.87918,0.849667,1.22334908819804,Lognormal
1,255,255,1.82847,0.817206,5.17662293315409,Lognormal
1,256,256,2.20792,0.986346,13.5833824619649,Lognormal
1,257,257,1.88353,0.744797,42.4907554646158,Lognormal
1,258,258,2.10016,0.818607,4.67042916996541,Lognormal
1,259,259,2.10016,0.818607,11.8840953756173,Lognormal
1,260,260,2.10688,0.780202,4.35934274319756,Lognormal
1,261,261,2.27374,0.809278,17.5370256892193,Lognormal
1,262,262,1.92711,0.876508,2.99417251210478,Lognormal
1,263,263,2.18841,0.848611,10.3684455753752,Lognormal
1,264,264,2.19756,0.852088,7.19534981625209,Lognormal
1,265,265,1.86392,0.991084,8.09907761803505,Lognormal
1,266,266,1.8623,0.902356,3.44712599504689,Lognormal
1,267,267,2.32834,0.861402,4.04279613381706,Lognormal
1,268,268,1.92299,0.693013,4.22192011320085,Lognormal
1,269,269,2.00315,0.844487,3.85140167804816,Lognormal
1,270,270,2.42789,0.894442,16.9953140797375,Lognormal
1,271,271,1.99667,0.887183,5.28243447127044,Lognormal
1,272,272,2.15044,0.804009,5.02168616419229,Lognormal
1,273,273,2.03523,0.866068,2.59646436421891,Lognormal
1,274,274,2.1238,0.731337,18.1002895464343,Lognormal
1,275,275,2.02572,0.759694,14.1877016638604,Lognormal
1,276,276,2.18378,0.884374,8.78717289375292,Lognormal
1,277,277,2.50949,0.906779,7.44257196946611,Lognormal
1,278,278,2.4363,0.850641,3.47885104775192,Lognormal
1,279,279,2.29469,0.802345,8.78657116173457,Lognormal
1,280,280,1.91293,0.87386,9.52028246524946,Lognormal
1,281,281,2.0045,0.912692,4.24680044241583,Lognormal
1,282,282,2.14246,0.784761,6.00938433405799,Lognormal
1,283,283,2.073,0.868575,8.49017709602047,Lognormal
1,284,284,2.10334,0.777276,7.88278741329611,Lognormal
1,285,285,2.16083,0.838264,1.77118110670427,Lognormal
1,286,286,1.98691,0.848985,21.9159357690128,Lognormal
1,287,287,2.28457,0.903474,4.97016967316517,Lognormal
1,288,288,2.24827,0.904824,5.99238570156971,Lognormal
1,289,289,1.95857,0.766348,11.5494767131222,Lognormal
1,290,290,2.29844,0.890713,3.06323739920436,Lognormal
1,291,291,2.20618,0.926281,20.6815614780908,Lognormal
1,292,292,1.9696,0.785263,3.85028152548576,Lognormal
1,293,293,1.85377,0.760466,1.97730224180986,Lognormal
1,294,294,1.99159,0.994832,9.1747904941055,Lognormal
1,295,295,2.01685,0.695702,7.04692117966934,Lognormal
1,296,296,2.2508,0.867546,6.79058420781022,Lognormal
1,297,297,2.32311,1.06064,7.11798685813231,Lognormal
1,298,298,1.9123,0.997644,7.0653063289141,Lognormal
1,299,299,1.92964,0.802142,17.2004541261858,Lognormal
1,300,300,2.2691,0.816865,7.274279111405,Lognormal
1,301,301,2.1208,0.706758,42.3809224058891,Lognormal
1,302,302,2.10418,0.724049,9.73284388489339,Lognormal
1,303,303,2.27579,0.833666,18.8790551915483,Lognormal
1,304,304,2.07563,0.911462,8.93780416158326,Lognormal
1,305,305,2.07563,0.911462,7.74265816413728,Lognormal
1,306,306,2.02649,0.822087,11.3673396047535,Lognormal
1,307,307,2.02735,1.01364,21.6112084923457,Lognormal
1,308,308,2.25052,0.941046,24.7570083688331,Lognormal
1,309,309,2.2902,0.912638,11.1913932855121,Lognormal
1,310,310,2.03826,0.801225,3.56014239973257,Lognormal
1,311,311,2.26127,0.727384,14.1927708972726,Lognormal
1,312,312,2.12894,0.714138,9.4609407693565,Lognormal
1,313,313,1.90636,0.897638,2.41323751031568,Lognormal
1,314,314,2.04101,0.880966,3.02267951391955,Lognormal
1,315,315,2.11629,0.877135,19.4657673761812,Lognormal
1,316,316,2.03597,0.749055,5.50748959299496,Lognormal
1,317,317,2.08145,0.815097,7.38533708293588,Lognormal
1,318,318,1.94688,0.914741,9.83777201353818,Lognormal
1,319,319,2.30629,0.905485,6.48830023698856,Lognormal
1,320,320,2.01807,0.885691,1.74940787438415,Lognormal
1,321,321,2.16308,0.934736,15.4896941282503,Lognormal
1,322,322,2.08034,0.755364,11.4276050979222,Lognormal
1,323,323,2.23935,0.796989,2.83759840868308,Lognormal
1,324,324,2.32106,0.669818,6.17106285202741,Lognormal
1,325,325,1.86947,0.724328,5.92527897422086,Lognormal
1,326,326,2.17589,0.779029,4.40658997159064,Lognormal
1,327,327,2.00228,0.824513,1.10122893432649,Lognormal
1,328,328,2.28043,1.00992,33.9693223152575,Lognormal
1,329,329,2.34412,1.06198,32.0701898520245,Lognormal
1,330,330,1.89262,0.765382,11.9116663655773,Lognormal
1,331,331,2.12886,0.726334,3.6352349294842,Lognormal
1,332,332,2.13632,0.8229,29.4329687101231,Lognormal
1,333,333,2.07148,0.794403,7.91499270570503,Lognormal
1,334,334,2.1094,0.842766,4.02605326883369,Lognormal
1,335,335,2.09792,0.755217,4.15140980631244,Lognormal
1,336,336,1.9294,1.01101,14.4162190470196,Lognormal
1,337,337,2.05809,0.975689,3.81823483247087,Lognormal
1,338,338,2.03637,0.979338,12.5127772093533,Lognormal
1,339,339,1.87911,0.782688,8.03484015748108,Lognormal
1,340,340,1.8407,0.803009,6.1070631328812,Lognormal
1,341,341,1.97764,0.918344,7.99546040287063,Lognormal
1,342,342,2.08897,0.802692,7.49008021068365,Lognormal
1,343,343,2.03451,0.81139,5.14941891426933,Lognormal
1,344,344,2.03451,0.81139,7.19826677779777,Lognormal
1,345,345,2.13082,0.885517,2.78218584667239,Lognormal
1,346,346,2.24535,0.942609,36.3529780039033,Lognormal
1,347,347,2.30042,0.917342,9.9437589076678,Lognormal
1,348,348,1.94926,0.852571,10.2918407477976,Lognormal
1,349,349,1.69208,0.936268,3.05258695273288,Lognormal
1,350,350,1.64969,0.966041,5.54936665890695,Lognormal
1,351,351,1.96246,0.908358,4.17244152591603,Lognormal
1,352,352,2.17593,0.746668,7.74418005810373,Lognormal
1,353,353,1.89984,0.78054,39.3954809419236,Lognormal
1,354,354,1.93133,0.802052,1.4502938571215,Lognormal
1,355,355,2.1478,0.755889,40.5721560391706,Lognormal
1,356,356,2.21373,1.01822,4.84951116895162,Lognormal
1,357,357,2.2037,0.987849,35.8303527328326,Lognormal
1,358,358,2.25572,1.02507,13.202801777762,Lognormal
1,359,359,1.95384,0.778689,12.0143478747373,Lognormal
1,360,360,2.05339,0.975925,13.5479304957943,Lognormal
1,361,361,1.8793,1.00061,4.03923084439846,Lognormal
1,362,362,1.95037,1.12013,3.61893447660231,Lognormal
1,363,363,1.69912,0.930243,8.65849839741667,Lognormal
1,364,364,1.94478,0.874868,36.1062641014158,Lognormal
1,365,365,2.20116,0.791416,19.2899945552662,Lognormal
1,366,366,2.17679,0.823949,9.8547052931907,Lognormal
1,367,367,2.01551,0.704345,4.99389635189002,Lognormal
1,368,368,2.0821,0.924304,5.40622234056034,Lognormal
1,369,369,2.17343,0.7957,3.70803428825367,Lognormal
1,370,370,2.07679,0.915276,6.68949137212575,Lognormal
1,371,371,2.12555,0.708048,16.8638493905103,Lognormal
1,372,372,2.06461,0.674208,5.80399397976411,Lognormal
1,373,373,2.01461,0.779276,4.11983186583412,Lognormal
1,374,374,2.05039,0.755058,15.7388458150182,Lognormal
1,375,375,2.00573,0.745173,18.5028563702131,Lognormal
1,376,376,2.33461,0.745744,9.52050136910614,Lognormal
1,377,377,2.42284,0.741432,13.0977577015948,Lognormal
1,378,378,1.9307,0.786416,8.71188276752204,Lognormal
1,379,379,2.11817,0.969311,10.5380302788556,Lognormal
1,380,380,1.94276,0.834084,8.44736381091718,Lognormal
1,381,381,1.55634,1.21686,5.57042078710684,Lognormal
1,382,382,2.33179,0.78897,35.0251240064635,Lognormal
1,383,383,2.33179,0.78897,8.40552711291508,Lognormal
1,384,384,2.39984,0.866678,8.35248219650591,Lognormal
1,385,385,1.82124,1.03956,7.44626373355006,Lognormal
1,386,386,1.9626,0.920184,3.98588112157087,Lognormal
1,387,387,2.0831,0.828021,1.38325688083107,Lognormal
1,388,388,2.07744,0.821114,16.4453306571044,Lognormal
1,389,389,2.15488,0.699764,14.7827461232476,Lognormal
1,390,390,1.93828,1.05243,8.53641095460684,Lognormal
1,391,391,2.12616,0.678571,11.1907829061391,Lognormal
1,392,392,2.18746,0.789744,3.39560674664115,Lognormal
1,393,393,2.08244,0.924864,34.2951623044064,Lognormal
1,394,394,2.16277,0.839461,3.72293202083554,Lognormal
1,395,395,2.03646,0.756098,1.82742262044717,Lognormal
1,396,396,2.02867,0.917879,1.05929168589854,Lognormal
1,397,397,1.92806,0.777733,2.50339153681587,Lognormal
1,398,398,2.23768,0.844536,3.94173162711984,Lognormal
1,399,399,2.08021,0.919289,36.4442393566881,Lognormal
1,400,400,1.99102,0.832525,10.0169289532408,Lognormal
1,401,401,2.27204,0.850311,4.65959908276369,Lognormal
1,402,402,2.33614,0.878106,4.46019990805829,Lognormal
1,403,403,2.01985,0.887609,17.3122908839407,Lognormal
1,404,404,2.05938,0.791552,8.21781057411124,Lognormal
1,405,405,2.13339,0.825572,6.12498428495503,Lognormal
1,406,406,2.22153,0.927676,32.1812196553664,Lognormal
1,407,407,1.94498,0.754228,15.1070206634005,Lognormal
1,408,408,1.9443,0.724164,2.66618018911764,Lognormal
1,409,409,2.12455,0.990159,1.39905383137295,Lognormal
1,410,410,2.16949,1.02339,44.5263060850467,Lognormal
1,411,411,2.14162,1.06858,3.87899898750082,Lognormal
1,412,412,2.09785,1.02977,8.72066362060108,Lognormal
1,413,413,2.0071,0.903738,3.06668979354831,Lognormal
1,414,414,1.98493,0.937489,2.1749665404616,Lognormal
1,415,415,2.08827,0.824952,4.08759139595071,Lognormal
1,416,416,2.08827,0.824952,5.10111667119347,Lognormal
1,417,417,2.17012,0.842635,6.80448514620913,Lognormal
1,418,418,2.04095,0.752304,5.80672596529088,Lognormal
1,419,419,2.25627,0.966228,14.8215362856228,Lognormal
1,420,420,1.8535,0.874316,1.7999073186449,Lognormal
1,421,421,2.48642,0.869768,31.1045386669,Lognormal
1,422,422,2.4066,0.900771,6.24768415199784,Lognormal
1,423,423,1.97071,0.931224,2.21880779758777,Lognormal
1,424,424,2.08218,0.704214,6.15085055967916,Lognormal
1,425,425,2.17463,1.03016,3.10995944036756,Lognormal
1,426,426,2.24763,0.983531,6.07466205652201,Lognormal
1,427,427,2.09071,0.806864,6.1605635158654,Lognormal
1,428,428,2.0718,0.839867,19.133656235712,Lognormal
1,429,429,2.1947,1.11946,13.7175910302597,Lognormal
1,430,430,2.56912,1.04996,6.87397192843258,Lognormal
1,431,431,2.31129,0.848628,21.9943881508511,Lognormal
1,432,432,2.23322,0.747195,4.87718662072961,Lognormal
1,433,433,2.02345,0.797484,5.37080798094214,Lognormal
1,434,434,1.74303,0.889272,1.53828019089967,Lognormal
1,435,435,2.11834,0.92473,20.8258296336652,Lognormal
1,436,436,2.21152,0.716905,10.046600951422,Lognormal
1,437,437,1.98332,0.896759,2.42426133854934,Lognormal
1,438,438,1.8404,0.756949,9.85190977852952,Lognormal
1,439,439,2.44244,0.940225,32.9996454764029,Lognormal
1,440,440,2.07661,0.829999,9.76322195091981,Lognormal
1,441,441,1.99045,0.775253,5.03879019047592,Lognormal
1,442,442,2.12494,0.783032,6.99814524489513,Lognormal
1,443,443,2.3673,0.881543,60.9253092182488,Lognormal
1,444,444,1.83772,0.804478,16.3462762216212,Lognormal
1,445,445,2.0079,0.626746,6.64025015091324,Lognormal
1,446,446,2.0214,0.709532,3.66749987720229,Lognormal
1,447,447,2.0369,0.661198,4.70039816856447,Lognormal
1,448,448,1.98579,1.00717,8.23818819440498,Lognormal
1,449,449,1.81406,1.04317,6.51301258333485,Lognormal
1,450,450,1.88723,1.14014,2.28225936129171,Lognormal
1,451,451,1.92459,1.19949,12.9390462791574,Lognormal
1,452,452,1.89547,0.826001,10.919610481337,Lognormal
1,453,453,1.95387,0.768318,15.842453574465,Lognormal
1,454,454,1.91333,0.740987,2.0406668152203,Lognormal
1,455,455,2.33711,0.942575,40.468451060219,Lognormal
1,456,456,2.21677,0.747202,12.5624251108858,Lognormal
1,457,457,2.26069,0.768649,10.6039949541074,Lognormal
1,458,458,2.24393,0.784264,76.5084892811686,Lognormal
1,459,459,1.91998,0.873423,1.92957520339639,Lognormal
1,460,460,2.01265,0.996363,27.8750990657745,Lognormal
1,461,461,2.01753,0.767671,16.057258641037,Lognormal
1,462,462,2.0019,0.770132,1.739885108952,Lognormal
1,463,463,2.11747,0.728263,3.90056260429523,Lognormal
1,464,464,2.1578,0.955947,6.32128311199776,Lognormal
1,465,465,2.14436,0.818637,14.2255717292676,Lognormal
1,466,466,2.22268,0.988895,11.9453760317554,Lognormal
