MCMC_Iteration,Pathogen_Name,R0_sampled,SI_Clust_sampled,CFR_sampled,Presymp_Proportion_sampled,Route_resp,Route_direct,Route_sexual,Route_animal,Route_vector
6,COVID-19_A,4.360625772683427,3.710372896690771,0.024934020175712345,0.9928,1,0,0,0,0
6,COVID-19_D,5.869520347377335,3.9904294587854108,0.021305858612370783,1,1,0,0,0,0
6,COVID-19_O,11.00275904650039,3.1412521085414316,0.0032356597468364,0.9966,1,0,0,0,0
6,Ebola,1.9519821450687447,13.464739386705903,0.5763189637272826,0,0,1,0,1,0
6,Marburg,0.8683241954390393,10.148183488059663,0.5924443653156277,0.0386,0,1,0,1,0
6,Lassa,1e-5,14.9243841390782,0.35171094050286206,0.6232,0,1,0,1,0
6,CCHF,0.010825619615873626,23.046106334166094,0.21062975904599895,0.0014,0,1,0,1,1
6,Nipah,0.4479973883064426,13.41185882330279,0.5098151972109669,0.0032,0,1,0,1,0
6,Zika,0.10636089502661844,12.000592311813003,4.2153290779980135e-16,0,0,0,1,0,1
6,Mpox,1.83043229993751,11.797999501971619,0.04820754988393672,0.3058,0,1,0,1,0
6,H1N1_18,2.464324524292848,2.935418813229464,0.02108839852785837,0,1,0,0,0,0
6,H2N2,1.5798862594179244,3.327916345514548,0.02,0,1,0,0,0,0
6,H3N2,1.8346499281994633,2.937942885937533,0.02,0,1,0,0,0,0
6,H1N1_09,1.6122011862471162,2.330103298917634,2e-4,0,1,0,0,0,0
6,H5N1,0.0027871322907477335,6.6877636729785355,0.5339112822333263,0,1,0,0,1,0
6,SARS,2.026496523084316,6.267225544302913,0.09222119318868313,0.0064,1,0,0,0,0
6,MERS,0.6860259563560926,9.498307236566513,0.4330625584191155,0.0022,1,0,0,1,0
7,COVID-19_WT,2.244523264541952,4.591972327908684,0.03750338065301695,0.3136,1,0,0,0,0
7,COVID-19_A,4.333084366478517,4.4967722686448575,0.022092108795293216,0.992,1,0,0,0,0
7,COVID-19_D,5.585596735427948,3.7830668094435143,0.019290015700307188,1,1,0,0,0,0
7,COVID-19_O,9.679243936034515,3.4384371396603846,0.003521723446319352,0.9994,1,0,0,0,0
7,Ebola,2.0136824020260584,14.435211078208411,0.609035402997959,0.0022,0,1,0,1,0
7,Marburg,1.0492828924019184,3.4879268533525734,0.4568206479516263,0,0,1,0,1,0
7,Lassa,3.495673362094463,22.894702929819832,0.36455627001745045,0.7848,0,1,0,1,0
7,CCHF,0.0760970799976885,6.0544055989802095,0.17938955335803683,0.0024,0,1,0,1,1
7,Nipah,0.34140417471262796,13.250046544249859,0.6265380648672709,0,0,1,0,1,0
7,Zika,0.3306837905839652,11.079012923229522,0.0013163928603879456,0,0,0,1,0,1
7,Mpox,1.2786086214352443,8.56195092398031,0.07644107375951843,0.318,0,1,0,1,0
7,H1N1_18,2.5823021980687813,2.509356262532683,0.019461279676207966,0.0018,1,0,0,0,0
7,H2N2,1.6571255093733859,3.0170369982999103,0.02,0.742,1,0,0,0,0
7,H3N2,1.6632414942198475,2.6097511961791398,0.02,0,1,0,0,0,0
7,H1N1_09,1.5457363449067125,2.273995081121301,2e-4,0,1,0,0,0,0
7,H5N1,0.07989395265238315,7.760022721894816,0.6108830539788586,0,1,0,0,1,0
7,SARS,1.7941145810644274,7.367059038056138,0.09911128531568796,0.1008,1,0,0,0,0
7,MERS,1.4544416768031192,11.697796703379973,0.3858656071204315,0.0016,1,0,0,1,0
8,COVID-19_WT,2.914353091256009,5.122209152127094,0.03853219437681643,0.3374,1,0,0,0,0
8,COVID-19_A,4.497107919624534,4.250506835554086,0.02240235773544911,1,1,0,0,0,0
8,COVID-19_D,5.268519475320287,3.857422749050245,0.02004766826621429,1,1,0,0,0,0
8,COVID-19_O,9.73576389257103,3.240601852707822,0.006997788084376147,0.4082,1,0,0,0,0
8,Ebola,2.912532974965809,12.901710482697077,0.6011446734785718,0,0,1,0,1,0
8,Marburg,1.5706474414515121,4.755923482503631,0.4682963039262411,0,0,1,0,1,0
8,Lassa,0.02083454216017216,6.734505416386151,0.3373501047243578,0.6364,0,1,0,1,0
8,CCHF,0.05342107129142047,7.065443007414471,0.39560975149252053,0.002,0,1,0,1,1
8,Nipah,2.106255609554056,12.960305750445839,0.5875617189139871,0.0148,0,1,0,1,0
8,Zika,0.032586423042666735,14.888826814399847,1.2445389512269771e-5,0,0,0,1,0,1
8,Mpox,0.8,9.407365768893955,0.05057097702429378,0.0374,0,1,0,1,0
8,H1N1_18,2.513344438328583,3.2910011713051213,0.021378880782847495,0,1,0,0,0,0
8,H2N2,1.5711773596414198,3.4529044486652403,0.02,0.0888,1,0,0,0,0
8,H3N2,1.7585375334394917,3.487743947091295,0.02,0.1456,1,0,0,0,0
8,H1N1_09,1.5523316326073424,2.7888022059066753,2e-4,0.9964,1,0,0,0,0
8,H5N1,0.032046720919049504,7.262094016769096,0.6078106068623363,0,1,0,0,1,0
8,SARS,1.891973339269272,9.04283889006051,0.09631842177599222,0.1106,1,0,0,0,0
8,MERS,1.2087546638662388,14.84826187404543,0.3435330724323016,0.295,1,0,0,1,0
9,COVID-19_WT,2.9003269152156967,4.825134901574872,0.028900475018534218,0.8878,1,0,0,0,0
9,COVID-19_A,4.2749590096701775,4.500473568650136,0.025891521874408924,0.9998,1,0,0,0,0
9,COVID-19_D,7.5433292674737364,3.904838446037788,0.012664742842085651,1,1,0,0,0,0
9,COVID-19_O,10.657443537289387,3.0081118509960665,0.0035552218732910834,0.8222,1,0,0,0,0
9,Ebola,2.6229300528508483,15.112143213081584,0.615240891378638,0.0012,0,1,0,1,0
9,Marburg,1.1782491940781894,8.832388122500385,0.477722249455158,0,0,1,0,1,0
9,Lassa,4.1214529695169494e-4,7.8,0.3029185505859618,0.6166,0,1,0,1,0
9,CCHF,0.03241391248091943,10.47079207961102,0.26266319108469893,0.0026,0,1,0,1,1
9,Nipah,0.4191786690464502,12.148758697178078,0.46971409942976045,0.002,0,1,0,1,0
9,Zika,0.21604551620445736,11.967560232410976,4.2381797654065316e-8,0,0,0,1,0,1
9,Mpox,1.8413235685226876,8.670058209837812,0.04424225982133788,0.0756,0,1,0,1,0
9,H1N1_18,2.142782838165361,2.849383635694295,0.02575446171074436,0.2548,1,0,0,0,0
9,H2N2,1.5650942186490588,3.3110082614122875,0.02,0.0114,1,0,0,0,0
9,H3N2,1.7684637359480044,2.903335075967815,0.02,0.3138,1,0,0,0,0
9,H1N1_09,1.6761670602743108,2.757098174102255,2e-4,0,1,0,0,0,0
9,H5N1,0.8484871528842152,4.988050593341528,0.7037140314948542,0,1,0,0,1,0
9,SARS,1.8213579445133616,14.874831290334189,0.09345622705429757,0.1146,1,0,0,0,0
9,MERS,0.8953853444060027,13.36614956671816,0.554718975875531,0,1,0,0,1,0
10,COVID-19_WT,3.103679607405068,4.7802206989953335,0.033049701059566325,0.332,1,0,0,0,0
10,COVID-19_A,5.007536541609842,3.966896517792193,0.023821934526093515,1,1,0,0,0,0
10,COVID-19_D,6.647501641143484,3.9592475056427094,0.019804830502474356,1,1,0,0,0,0
10,COVID-19_O,9.08324577673035,3.3437690046623665,0.012029317776031794,0.9974,1,0,0,0,0
10,Ebola,1.9823951610004318,14.559577668656111,0.6299287132325143,4e-4,0,1,0,1,0
10,Marburg,1.8572342228173027,7.998098451176477,0.6607723951337966,0.0354,0,1,0,1,0
10,Lassa,1e-5,9.052341176055307,0.3018729085127901,0.7854,0,1,0,1,0
10,CCHF,0.078699048875509,8.7412867213536,0.117,0.002,0,1,0,1,1
10,Nipah,0.7494739222039737,12.95708532980632,0.6372126675211005,0,0,1,0,1,0
10,Zika,0.4193631329264418,10.766306721029371,1.323906487757745e-6,0,0,0,1,0,1
10,Mpox,1.8123773503332172,12.97168192365215,0.06654204319719961,0.5136,0,1,0,1,0
10,H1N1_18,2.0876997880142243,3.072977162963802,0.021797462821290577,0,1,0,0,0,0
10,H2N2,1.5265648212615035,3.37520508195173,0.02,0.0572,1,0,0,0,0
10,H3N2,1.7304509027940211,3.2586155181742487,0.02,0,1,0,0,0,0
10,H1N1_09,1.5785837712192445,2.698633002743785,2e-4,0,1,0,0,0,0
10,H5N1,0.026228167635518274,9.990424621619333,0.5607943760086028,0.06,1,0,0,1,0
10,SARS,1.6666265571951693,8.832366496772373,0.09707987436456676,0.1132,1,0,0,0,0
10,MERS,2.202912537095181,13.579922406570025,0.4833388253060717,0.5244,1,0,0,1,0
11,COVID-19_WT,3.6880737324125636,4.731962371601277,0.028543805853097917,0.339,1,0,0,0,0
11,COVID-19_A,4.472152946026901,3.524019888352389,0.020753748699822057,0.9942,1,0,0,0,0
11,COVID-19_D,5.108074404750913,4.195496404249109,0.012522813267996702,1,1,0,0,0,0
11,COVID-19_O,9.518980493671377,3.3314570188791177,0.004399797275672712,0.4134,1,0,0,0,0
11,Ebola,2.2624097498432474,15.309683810092064,0.578,0.0012,0,1,0,1,0
11,Marburg,0.3859196557190583,9.165350634499182,0.4792041531444334,0.0322,0,1,0,1,0
11,Lassa,0.41279985950390713,7.214451189279247,0.2898604731190553,0.7816,0,1,0,1,0
11,CCHF,0.0559904698791896,12.301961234611952,0.1772808931238734,0.0026,0,1,0,1,1
11,Nipah,0.30564508854343453,12.33387931882899,0.5586344593389894,0.002,0,1,0,1,0
11,Zika,0.02220029177794854,10.682501264071723,1.7648290960690702e-21,0,0,0,1,0,1
11,Mpox,0.8,8.434358217825034,0.03569969736244897,0.5132,0,1,0,1,0
11,H1N1_18,2.3322936558742953,2.8690578464500756,0.028304805040415708,0.0596,1,0,0,0,0
11,H2N2,1.645042227595854,2.91398038610744,0.02,0,1,0,0,0,0
11,H3N2,1.6986368552962046,3.20200344845001,0.02,0,1,0,0,0,0
11,H1N1_09,1.490729298476385,2.699461584265552,2e-4,0.0026,1,0,0,0,0
11,H5N1,0.26889487615123847,7.671618514616902,0.7484667523149977,0,1,0,0,1,0
11,SARS,1.367471777399455,4.864889896423671,0.09481077514705605,0.1126,1,0,0,0,0
11,MERS,1.5064222449780527,10.21765693909495,0.3889233470401906,0,1,0,0,1,0
12,COVID-19_WT,2.9528979627659577,5.040604374524926,0.03200260129624395,0.329,1,0,0,0,0
12,COVID-19_A,4.75093967365071,3.992863181518625,0.027710367501244382,0.9926,1,0,0,0,0
12,COVID-19_D,5.137881103697406,3.5645508867147484,0.005499973346628235,1,1,0,0,0,0
12,COVID-19_O,9.581357015937279,3.3927095151400692,4.5041968694150826e-4,0.9994,1,0,0,0,0
12,Ebola,2.626448781794943,13.805495104361952,0.578,0,0,1,0,1,0
12,Marburg,1.5966715197785142,2.668194015848238,0.3752753205868641,0.0334,0,1,0,1,0
12,Lassa,1e-5,7.8,0.3810599486769567,0.6296,0,1,0,1,0
12,CCHF,0.03433936386006102,10.050095488421855,0.13208635158588306,0.0028,0,1,0,1,1
12,Nipah,0.48924818183487795,12.798014870569645,0.641848458205809,0.0094,0,1,0,1,0
12,Zika,0.02038172885433876,12.173527678412334,5.745717013917037e-4,0,0,0,1,0,1
12,Mpox,1.2680585583361412,10.185096967814562,0.05079866517471747,0.3194,0,1,0,1,0
12,H1N1_18,2.1851255873142366,2.5182255848511366,0.020251853541835854,0,1,0,0,0,0
12,H2N2,1.6342497025766909,3.560541421435216,0.02,0.0768,1,0,0,0,0
12,H3N2,1.776715774127169,3.1115977218984576,0.02,0.053,1,0,0,0,0
12,H1N1_09,1.5278483192357686,2.879238642451896,2e-4,0,1,0,0,0,0
12,H5N1,0.5639218330282157,5.9264689688493295,0.5045082992632999,0.194,1,0,0,1,0
12,SARS,1.5537135166533456,4.793917467822842,0.09809774969570098,0.0062,1,0,0,0,0
12,MERS,1.3811063164350545,10.26269975995392,0.4459140108246702,0.4182,1,0,0,1,0
13,COVID-19_WT,2.585465738855398,4.967371102414458,0.025365950304574683,0.8908,1,0,0,0,0
13,COVID-19_A,4.220918269872187,3.7963763152281933,0.023104530250493048,0.9946,1,0,0,0,0
13,COVID-19_D,6.002062239711391,3.859588574830955,0.02061548849262239,1,1,0,0,0,0
13,COVID-19_O,8.558930600849639,3.32277048886196,0.0035927131233157456,0.8234,1,0,0,0,0
13,Ebola,1.8665595679630946,14.863350544830343,0.5897230102897554,0,0,1,0,1,0
13,Marburg,1.5901201831369516,6.9682507210257585,0.5289605598263166,0.0278,0,1,0,1,0
13,Lassa,1e-5,7.8,0.33185586879945167,0.7818,0,1,0,1,0
13,CCHF,0.02371801006496352,14.724577579783412,0.22915284046812398,0.002,0,1,0,1,1
13,Nipah,0.30701324857660683,13.847073792948752,0.686425542152678,0,0,1,0,1,0
13,Zika,0.3500678736378041,11.396413189632238,5.4794825714702534e-21,0,0,0,1,0,1
13,Mpox,1.343740832449724,12.999788267380989,0.051920866221498836,0.9926,0,1,0,1,0
13,H1N1_18,2.3490889395534165,3.16834606843249,0.018820929865114303,0,1,0,0,0,0
13,H2N2,1.6516536679536482,3.106445947743602,0.02,0,1,0,0,0,0
13,H3N2,1.8025891727919912,2.844011519039998,0.02,0,1,0,0,0,0
13,H1N1_09,1.60805242159205,2.1613842054748997,2e-4,0,1,0,0,0,0
13,H5N1,0.32336577980967224,4.39531759674348,0.5314816234409402,0,1,0,0,1,0
13,SARS,1.8144239030002294,5.316802420981706,0.09226496938200611,0.1068,1,0,0,0,0
13,MERS,2.2214841818655864,13.592759168946019,0.40629750782105467,0.064,1,0,0,1,0
14,COVID-19_WT,2.826808747059751,4.751420226281786,0.027143230221388218,1,1,0,0,0,0
14,COVID-19_A,4.673240044773314,3.5188920331423903,0.025251216199756926,1,1,0,0,0,0
14,COVID-19_D,10.73246844061895,3.4895440552933303,0.019979428900043596,1,1,0,0,0,0
14,COVID-19_O,7.8929717923627845,3.30557072872483,1.3907307980491229e-8,0.9994,1,0,0,0,0
14,Ebola,1.7823868466064212,15.25733058313581,0.6450970652867729,6e-4,0,1,0,1,0
14,Marburg,1.5570725881703227,1.9183475580718765,0.6099501685548692,0,0,1,0,1,0
14,Lassa,1.5642712236933965e-4,10.282850244709213,0.35288536617869537,0.7716,0,1,0,1,0
14,CCHF,0.04402052265428756,4.541231886079705,0.25927982784321313,0.0022,0,1,0,1,1
14,Nipah,0.6460115629175105,13.358259017678819,0.47784371841521983,0.013,0,1,0,1,0
14,Zika,0.08172674362842654,12.236904967129668,2.797007645846967e-16,0,0,0,1,0,1
14,Mpox,1.7850489022184273,8.875405195082891,0.05767297952351412,0,0,1,0,1,0
14,H1N1_18,1.7878297100169127,2.562656158224011,0.02612787843288545,0.7554,1,0,0,0,0
14,H2N2,1.6373070592534693,3.744019494367895,0.02,0,1,0,0,0,0
14,H3N2,1.7445610119004065,2.763454829838424,0.02,0,1,0,0,0,0
14,H1N1_09,1.697099503783661,2.7103108695976426,2e-4,0,1,0,0,0,0
14,H5N1,0.7053510143996405,5.388167672424776,0.530626535387744,0.301,1,0,0,1,0
14,SARS,1.7619134394047604,12.60666852447582,0.09676162069740092,0.008,1,0,0,0,0
14,MERS,0.6675854979985913,7.171948458500115,0.4916704034372638,0.0634,1,0,0,1,0
15,COVID-19_WT,3.1016241701230673,4.967432940774017,0.031381253801829684,0.8918,1,0,0,0,0
15,COVID-19_A,4.755456514516351,4.267087353729644,0.026227911964930486,1,1,0,0,0,0
15,COVID-19_D,4.077723178404492,3.659722955114363,0.011395504013058355,0.4496,1,0,0,0,0
15,COVID-19_O,8.898627546251562,3.0307800620012646,0.003483094987451918,0.9996,1,0,0,0,0
15,Ebola,2.3456251239905814,15.98688412818774,0.5756962663670601,0,0,1,0,1,0
15,Marburg,1.5681737452857827,4.290557842547,0.5019564719029431,0.0374,0,1,0,1,0
15,Lassa,0.007409254583637884,15.066136006894,0.3308397754164842,0.622,0,1,0,1,0
15,CCHF,0.03281066599159201,21.42315754333135,0.18897742683737162,0.002,0,1,0,1,1
15,Nipah,0.1196072322638764,13.706449604972434,0.6049902559662699,0.0096,0,1,0,1,0
15,Zika,0.06768095456186783,10.611821133221811,3.457388692573649e-7,0,0,0,1,0,1
15,Mpox,1.282305403027089,7.851102398623699,0.05515222707510209,0.9902,0,1,0,1,0
15,H1N1_18,2.542750933475788,2.9018661042864613,0.025829031493929303,0.0408,1,0,0,0,0
15,H2N2,1.6584143333742694,2.99387522165675,0.02,0,1,0,0,0,0
15,H3N2,1.5986943062627708,2.8307515053038323,0.02,0.0114,1,0,0,0,0
15,H1N1_09,1.5714243390952152,2.708783246733342,2e-4,0.1446,1,0,0,0,0
15,H5N1,0.9534874281950432,4.112429504301906,0.4620302119092315,0.3,1,0,0,1,0
15,SARS,1.730736853834092,6.426896534059855,0.0907283201830808,0.1048,1,0,0,0,0
15,MERS,3.05832317264911,10.684344255036352,0.4552348703923013,0.021,1,0,0,1,0
16,COVID-19_WT,3.162862706381308,4.986487345530388,0.03427323129767863,0.3262,1,0,0,0,0
16,COVID-19_A,4.386267308770927,3.7515328534762853,0.02961329470174177,0.9938,1,0,0,0,0
16,COVID-19_D,5.121994629692013,3.9605065777941633,0.0033341331693123024,1,1,0,0,0,0
16,COVID-19_O,10.586106828607596,3.184785901265428,0.003532756987223894,0.9998,1,0,0,0,0
16,Ebola,3.222457824872185,13.05271642764987,0.5673393785088394,0,0,1,0,1,0
16,Marburg,1.5946248773290497,0.3280688409505208,0.5794736924143777,0,0,1,0,1,0
16,Lassa,1e-5,12.998158333687359,0.3527713300839949,0.7866,0,1,0,1,0
16,CCHF,0.043747211424719386,9.344302723954447,0.2720398817809244,0.0022,0,1,0,1,1
16,Nipah,0.2554359746909111,13.305976807421413,0.6100401671094765,0.009,0,1,0,1,0
16,Zika,0.1273554258163625,11.616979963914922,2.1158344839324706e-13,0,0,0,1,0,1
16,Mpox,0.8,9.025700175219466,0.04388052770450882,0.4374,0,1,0,1,0
16,H1N1_18,1.6811633879015977,2.9232711176441057,0.026138340953227843,0,1,0,0,0,0
16,H2N2,1.6559577307178899,3.9922812525478037,0.02,0.0478,1,0,0,0,0
16,H3N2,1.7343058473409627,2.8864319438442427,0.02,0,1,0,0,0,0
16,H1N1_09,1.5250678687546155,3.146145226650723,2e-4,0,1,0,0,0,0
16,H5N1,0.277311462147147,5.7193201654528245,0.5536931213665451,0,1,0,0,1,0
16,SARS,1.9000684665683363,9.934384120400154,0.09554924049708326,0.1076,1,0,0,0,0
16,MERS,2.2304229786914593,10.471966897641128,0.37952150170601817,0,1,0,0,1,0
17,COVID-19_WT,3.366416903700042,5.050340564181467,0.03856861115697319,0.8872,1,0,0,0,0
17,COVID-19_A,4.254067954046252,4.5003067384474615,0.026508438310851774,0.9948,1,0,0,0,0
17,COVID-19_D,4.340764072888615,3.7334615362151675,0.01958031215476836,0.445,1,0,0,0,0
17,COVID-19_O,11.920268630535086,3.1624506344101726,0.003576167236101339,0.999,1,0,0,0,0
17,Ebola,2.8696571252163174,15.80200055321608,0.6250681882331774,0,0,1,0,1,0
17,Marburg,1.0891230577713902,5.025035364628892,0.4403497638758801,0,0,1,0,1,0
17,Lassa,1e-5,12.1290203845051,0.27974166368373843,0.6342,0,1,0,1,0
17,CCHF,0.01871853539330488,6.32288637504774,0.24152725121632174,0.0018,0,1,0,1,1
17,Nipah,0.26131523339521895,13.592340603832318,0.6638745117179956,0.0026,0,1,0,1,0
