MCMC_Iteration,Pathogen_Name,R0_sampled,SI_Clust_sampled,CFR_sampled,IP_sampled,LP_sampled,InfP_sampled,k_sampled,Route_resp,Route_direct,Route_sexual,Route_animal,Route_vector
4,COVID-19_WT,2.8318029972295973,4.879389113028953,0.023990140436353908,5.1968487020942495,5.469187508410223,13.84126848013221,0.482069104250255,1,0,0,0,0
4,COVID-19_D,4.746114473432235,3.8738729679358723,0.013307215931940966,4.860653146474019,4.315462994358245,6.126671616631273,0.6385513413408977,1,0,0,0,0
4,COVID-19_O,10.614642671786855,2.8960819466537036,0.005995719768108145,3.465474258988508,2.769928760303952,4.1422661464123145,0.21231368409210344,1,0,0,0,0
4,Ebola,1.9525056959003766,13.855559032460693,0.6066037364964485,7.835858142596171,10.963532132172036,6.5077239972484175,0.20127044764074975,0,1,0,1,0
4,Marburg,1.5742708533460652,11.92279684815444,0.6202159629449561,9.103885895683813,6.980567031039072,3.2805454858493537,0.6237912839650145,0,1,0,1,0
4,Mpox,1.3573444100471137,8.329054496193011,0.051980340280484434,8.559329634469595,3,6.220403540096694,0.14390092306572114,0,1,0,1,0
4,H1N1_18,1.7807208199888707,2.817815424646023,0.029442320809835217,1.34,1.4889897347427854,1.511456525729671,1.05891930130062,1,0,0,0,0
4,H1N1_09,1.5815666186430906,2.416900773424094,2e-4,1.6816012816591543,2.7928204841813993,2.869218449468207,4.625337966892074,1,0,0,0,0
4,SARS,2.1543132662855013,5.462129242442537,0.08599311952231496,4.386503584611594,6.206666666666666,12.647708703000859,0.2023359943631728,1,0,0,0,0
4,MERS,1.594032212545993,11.288561155315898,0.31294089685722976,6.339749814410039,7,12.88986932336587,0.0518019056797409,1,0,0,1,0
5,COVID-19_WT,2.7129441945399395,4.608741080271348,0.020993930327360324,5.774433963331157,5.466033710279064,6.9639732027874945,0.6737066945454956,1,0,0,0,0
5,COVID-19_D,4.765261151531075,4.01694435913041,0.012369146304478516,4.685295175278342,4.539169866575118,6.789011436440554,0.4311901253116725,1,0,0,0,0
5,COVID-19_O,8.008953020393895,3.365990773586035,0.00242031600892418,3.2357212454892346,2.5971570000439463,4.105422280464688,0.23050478482819625,1,0,0,0,0
5,Ebola,2.467180715658338,15.283501081811522,0.5939336000645363,8.714119112909383,11.144577247449746,7.356868302891637,0.7977388394763788,0,1,0,1,0
5,Marburg,1.2306880140594114,9.85896677619967,0.6125562302888397,6.201109280783235,6.938045045951249,3.1200449775966144,0.6043865316188639,0,1,0,1,0
5,Mpox,1.2566051396070428,7.683587317041792,0.046554203287547,8.433602027812066,3,5.483407664933191,0.15653909990004064,0,1,0,1,0
5,H1N1_18,2.057921853840306,3.5495915661278,0.026092532703808728,1.34,1.6456697446911166,0.8832673070710757,0.7765310520203406,1,0,0,0,0
5,H1N1_09,1.4585072290306926,2.6760987708848365,2e-4,1.6859571154843438,2.691464137274164,3.6566446497731357,5.590034827762957,1,0,0,0,0
5,SARS,1.3547913640863631,7.377603399387939,0.08400170663279354,3.7843285835240232,5,8.390442585476343,0.16406238142452445,1,0,0,0,0
5,MERS,2.3398013824011317,13.456757756538321,0.3953122273145998,6.801533757795183,7,19.557064819786245,0.02480436271184279,1,0,0,1,0
6,COVID-19_WT,3.5789275663437428,5.118151184983195,0.025406725741881298,5.771442911773155,5.329955171897429,9.06492960048002,0.5410427434673173,1,0,0,0,0
6,COVID-19_D,5.300823614767577,4.203920558753108,0.017306976990791104,4.747031025372504,4.277899773820789,6.760664944534284,0.39990786220347707,1,0,0,0,0
6,COVID-19_O,9.18260994390706,3.3291140313466263,0.00514857004009474,3.3479703558607365,2.5535951135170247,3.2529108343498923,0.26645814163272596,1,0,0,0,0
6,Ebola,2.4427689573232607,16.320341225104265,0.5906821378339053,8.838916892907045,9.830866970156041,6.377427178202245,0.8938398485823588,0,1,0,1,0
6,Marburg,0.8248167205836208,5.656971600731488,0.6347086834055508,6.44155492487747,6.751501175695237,3.2722886889142697,0.6121391334443738,0,1,0,1,0
6,Mpox,1.2773499081463529,10.401563733352475,0.0722118025848484,8.203007341006238,3,6.402183110011443,0.31179379434502325,0,1,0,1,0
6,H1N1_18,2.149255699865403,2.647394224603679,0.028365148665852664,1.34,1.6028745632301138,0.8563806024646465,0.7822481654968048,1,0,0,0,0
6,H1N1_09,1.642776593253956,2.3716571319972117,2e-4,1.2133772417758832,2.4011730765019723,4.054383547098638,5.763239601978821,1,0,0,0,0
6,SARS,1.2263670707281364,8.382452935194,0.09441950106985718,4.542668759311569,6.1033333333333335,7.197073449584898,0.18783436726928893,1,0,0,0,0
6,MERS,0.5250272221234042,9.986772745983714,0.45107659239497705,6.402759103572168,7,26.15322110879924,0.06065294310925494,1,0,0,1,0
7,COVID-19_WT,2.7818048140273994,4.708190448381839,0.021507567991906305,5.641910807608662,5.293956321834472,9.666163629617788,0.6040779363110305,1,0,0,0,0
7,COVID-19_D,4.392446173395654,4.188394718564463,0.0023501993980154807,4.716183721573621,4.442884043642261,6.537870167776723,0.6602856621429348,1,0,0,0,0
7,COVID-19_O,9.973004791316551,3.241257260270188,0.004047438094386213,3.312242318803204,2.7742654625057197,3.581597726432463,0.18024821877134511,1,0,0,0,0
7,Ebola,4.938732198704371,15.005443512362772,0.599791322767662,8.716987376662955,9.381611700302606,6.227804864801595,0.7408930583986628,0,1,0,1,0
7,Marburg,0.8815764179286634,9.114215634245529,0.6224686541241798,6.620987388870244,6.086239840667128,2.9259191009924606,0.6058943478879084,0,1,0,1,0
7,Mpox,0.8,7.864745845469305,0.04660679177781733,7.425076862841186,3,8.462809942316575,0.14799216207270846,0,1,0,1,0
7,H1N1_18,2.403559422868179,2.8877449975275318,0.026705149960846344,1.34,1.5712407927929293,0.9056907852181261,0.7653644358449475,1,0,0,0,0
7,H1N1_09,1.5154247637263591,2.8341207037191096,2e-4,1.8059078799478392,2.632198001571492,3.6682772961732404,8.076649432132788,1,0,0,0,0
7,SARS,1.6812253430105897,3.548866802452924,0.09455779750701185,4.43757886743966,5.6033333333333335,8.468660373661208,0.15160822180625516,1,0,0,0,0
7,MERS,1.4218352443579119,11.703814959172126,0.3844365043259957,5.182731347444928,7,15.221628128255892,0.018359008769552116,1,0,0,1,0
8,COVID-19_WT,2.928407254663464,4.530320331388558,0.026263421072036983,6.437743432827736,5.643226487763497,10.336955932861379,0.42302344834321326,1,0,0,0,0
8,COVID-19_D,3.2086841953113896,3.922723810610867,0.005006853575089219,4.660952281171419,4.41544181381285,5.038107083857557,0.6067298849037234,1,0,0,0,0
8,COVID-19_O,10.931678091408358,3.151768470102541,0.0031402080473298174,3.4542712038072727,2.5905822445278837,4.521314990692837,0.09716444981879128,1,0,0,0,0
8,Ebola,2.3048520380357624,15.515916669781511,0.578,9.046140808247971,12.27,6.338237803545261,0.7258842843756128,0,1,0,1,0
8,Marburg,1.052699166853953,9.047179415016194,0.6353231073846413,6.964717335931583,6.662519532655807,2.716352097920646,0.5473063860854852,0,1,0,1,0
8,Mpox,0.8,8.720605489716267,0.05627405810950621,7.736636075757504,3,4.063243818570669,0.11005119220367166,0,1,0,1,0
8,H1N1_18,2.527266383766386,2.954558684585414,0.025143164328695046,1.34,1.5434930963426878,1.1545261347418732,0.7149575214054109,1,0,0,0,0
8,H1N1_09,1.6158163588182026,2.84433245032636,2e-4,1.5404700948032346,2.3308011068893046,2.7422503526004083,8.568582553897729,1,0,0,0,0
8,SARS,1.336770475997465,5.748530679960492,0.09545873263465163,4.029415997211033,6,5.915683373348697,0.14292511233314217,1,0,0,0,0
8,MERS,0.7225135611760121,10.889528674229233,0.4724430167289474,7.181600854097747,7,14.322553312472651,19.934081897714744,1,0,0,1,0
9,COVID-19_WT,2.5561812342746855,4.60028486499378,0.025360558555665262,5.775542153047995,5.489426729859864,8.319451205411406,0.39171785895867844,1,0,0,0,0
9,COVID-19_D,5.550335052613378,4.178325493655956,0.006004753018880926,4.627460097170379,4.406572512753462,6.149110941290272,0.23037761499748755,1,0,0,0,0
9,COVID-19_O,7.474042464420245,3.226790482275348,0.0028449792489646016,3.2814412614249977,2.818352634787526,4.232640383123845,0.17991642975053235,1,0,0,0,0
9,Ebola,3.502487885461267,15.103325504093355,0.6121576730209213,8.368258787007965,11.062167663823368,6.101290816346766,0.5751316433487412,0,1,0,1,0
9,Marburg,1.5496799545329005,17.421060416441744,0.6113476997856521,6.957435114825932,6.493694787850463,3.2154321321686017,0.6673642213170526,0,1,0,1,0
9,Mpox,1.3023703467658039,9.942695731465935,0.04090206000887295,8.177022214171586,3,7.618333772281525,0.5633898377213735,0,1,0,1,0
9,H1N1_18,1.813770973550608,3.1205252515508684,0.024049383603183316,1.34,1.544829453560335,0.7116327081384646,0.5483152516432159,1,0,0,0,0
9,H1N1_09,1.4227490590145497,2.6703363179972848,2e-4,1.7234005138156383,2.7553956671606206,2.7934720610177304,5.617396502156457,1,0,0,0,0
9,SARS,1.989961204636403,2.4037762647385232,0.09136463683496013,4.691634834945896,5.5,8.124,0.12611225723214908,1,0,0,0,0
9,MERS,1.4073991069889589,11.640626908600229,0.3824511234967341,6.359324267991204,7,12.6569098732493,0.08296765848892979,1,0,0,1,0
10,COVID-19_WT,3.199381059360375,4.796551101329723,0.028845788706107184,6.540840719413636,5.469506336041987,8.779963052732317,0.5660504602498851,1,0,0,0,0
10,COVID-19_D,7.723228775365478,3.400352727068309,0.003798359871534463,4.710566020177256,4.473805487712198,6.690374238701857,0.6779273769717958,1,0,0,0,0
10,COVID-19_O,11.570636666071822,3.0538856681629176,0.007238792841994231,3.3315184021310675,2.595759933397909,3.9449775079322125,0.10678896585220185,1,0,0,0,0
10,Ebola,3.190552576291533,14.757220384210296,0.601104100324025,8.33910888482182,10.855911170493595,8.680635194786953,0.8830774127398411,0,1,0,1,0
10,Marburg,0.44945584493538737,7.778467589805315,0.590253484850213,6.997143319122403,6.3149984284794405,3.1754166389701344,0.5813885743573687,0,1,0,1,0
10,Mpox,0.8,9.976696940039739,0.045564777871118733,8.044688485240545,3,5.131540144070424,0.8548208232089569,0,1,0,1,0
10,H1N1_18,2.4162664925551147,2.3243534124585885,0.023928606654853767,1.34,1.6189350632232398,1.1213580319464984,0.7828944804750694,1,0,0,0,0
10,H1N1_09,1.6443315034336226,2.6800480041688033,2e-4,1.6794701950020954,2.419568949027182,4.036274185249258,4.796482198819801,1,0,0,0,0
10,SARS,1.9751332236276917,6.321792715514738,0.08087425562190179,4.662837492465693,6.81,11.09706555042818,0.18505905508411052,1,0,0,0,0
10,MERS,1.588899723999326,13.193530870673953,0.39237222421947404,6.816601367517633,7,15.69965744942882,1e-5,1,0,0,1,0
11,COVID-19_WT,2.7576963516358863,4.5701074409455,0.02516218882649049,5.757818209642994,5.608937421808676,10.888448979819481,0.31639146088627423,1,0,0,0,0
11,COVID-19_D,4.351110797185475,3.8975303820844083,0.003969398663306829,4.6614290579066004,4.447291451102795,5.521306359989175,0.44236339091446897,1,0,0,0,0
11,COVID-19_O,10.31058711162183,3.170063606680043,0.009751598544831831,3.401670077722776,2.6228924070061246,3.6949990584500205,0.2460111620613722,1,0,0,0,0
11,Ebola,4.84980532449273,15.76833632556451,0.5894408600762668,8.364954409067224,11.02393864409546,5.646794440997909,0.8090947945198859,0,1,0,1,0
11,Marburg,1.190724114997777,8.803065274814074,0.6210807100373685,7.8396566006813195,6.293729138313476,2.7492540523466604,0.5390345003741064,0,1,0,1,0
11,Mpox,1.3107203228319337,6.9932123733691025,0.06449081833573066,7.629241351971615,3,4.793951556251588,0.264214038502523,0,1,0,1,0
11,H1N1_18,1.8218802961714387,3.029883158629136,0.026849331198576118,1.34,1.6452013515796726,0.5108132274193782,1.1670389013157576,1,0,0,0,0
11,H1N1_09,1.6655297921820984,2.4913781753462403,2e-4,1.6706699043839843,2.378186508955334,2.5516773796512693,6.298590606122426,1,0,0,0,0
11,SARS,1.9183447325649243,14.818712235574042,0.09355743408038028,4.014243084898045,5.6033333333333335,8.353179745330994,0.2873703593643384,1,0,0,0,0
11,MERS,1.5529968565863785,13.638862750952343,0.4447768156049508,6.40808629011122,7,18.24914708520138,0.026767657815992028,1,0,0,1,0
12,COVID-19_WT,3.036275560843438,4.840911117495713,0.03526843739191121,6.305914720818449,5.488172060432107,9.595610282856313,0.5327020081026731,1,0,0,0,0
12,COVID-19_D,6.36004136976319,3.4492576603779055,0.0036115905920454045,4.240572376548692,4.524200990090969,5.614418183626028,0.7526812761811771,1,0,0,0,0
12,COVID-19_O,10.852432226021437,3.2220811501316753,6.35352984093418e-5,3.417716906193095,3.0094479740637916,4.241417750696009,0.09750830401185508,1,0,0,0,0
12,Ebola,2.3854227651725295,13.861253932651447,0.578,8.41234395970734,11.127632157283417,6.315199421267881,0.2193568208763233,0,1,0,1,0
12,Marburg,1.243467393103764,9.47950674466991,0.6116210393657586,6.738149583399364,5.717384331605664,3.2134046739205493,0.5920731633348929,0,1,0,1,0
12,Mpox,1.7651408108361157,9.387556464024806,0.028116237108624032,8.328178390674395,3,7.491807392227195,0.3160518135076318,0,1,0,1,0
12,H1N1_18,3.471918407870169,2.4612539203459503,0.023048309670800425,1.34,1.61810371243702,0.9773324054382296,0.9510244025137865,1,0,0,0,0
12,H1N1_09,1.476127204871083,2.6641244087993172,2e-4,1.6366110807580583,2.678763151112665,2.653057985292294,7.666105194445524,1,0,0,0,0
12,SARS,1.0190611820542714,8.64380517508066,0.08508786841863922,4.092292893384629,6.706666666666666,6.594689634732143,0.19700156480383246,1,0,0,0,0
12,MERS,2.187468505806567,10.471074020732399,0.39819437697029386,6.858301390935908,7,17.090860534168996,1.1100654134674113e-5,1,0,0,1,0
13,COVID-19_WT,3.093999150536773,4.7083313083503695,0.022928389373922387,6.365060692409662,5.399222045479055,7.064561678832163,0.624326575474976,1,0,0,0,0
13,COVID-19_D,5.82947565014349,3.916496259790029,0.010750209266016426,4.637942469773842,4.415787583958294,6.530458945073271,0.7557285982908628,1,0,0,0,0
13,COVID-19_O,8.102105793400218,3.2765639154546737,0.002746787116040425,3.507554191149821,2.8479551934968486,3.58165016588908,0.2493252989272321,1,0,0,0,0
13,Ebola,2.866137558638587,14.32042126724227,0.6319405086224801,8.507291250633894,10.169030094256772,5.415848399485438,0.5223947933448095,0,1,0,1,0
13,Marburg,1.4920591040805065,6.094322351605815,0.5951978007846149,8.556330396145578,6.647037537486402,3.3694414170685114,0.5354124221326639,0,1,0,1,0
13,Mpox,0.8,7.664605992607917,0.05715945556043891,7.460406242699547,3,8.92646364356785,0.4143133775159137,0,1,0,1,0
13,H1N1_18,2.0068208610553278,2.935271468151779,0.02773452817198724,1.34,1.643672970652207,1.0841682629760108,0.6150469630097072,1,0,0,0,0
13,H1N1_09,1.6099482127641118,2.7329583574485117,2e-4,1.8662024094975869,2.6954149069521813,2.676719172016944,6.4261887158499595,1,0,0,0,0
13,SARS,1.9847090170195236,7.827381829423747,0.08560005158634522,4.619852089121837,6.706666666666666,6.947703026708307,0.049204713125482614,1,0,0,0,0
13,MERS,1.407982948596342,12.502926489951326,0.40959078935008997,6.029188287144151,7,12.127088133924806,0.06506288279756113,1,0,0,1,0
14,COVID-19_WT,2.7183744775733265,4.696589629320503,0.02960068608127965,5.985006812588131,5.351184413892527,9.904547291353655,0.6795917051345856,1,0,0,0,0
14,COVID-19_D,3.9027478925164103,3.968330003515266,0.005158016369707794,4.429270061284497,4.454927909037623,5.522604586230782,0.6417183248226807,1,0,0,0,0
14,COVID-19_O,11.573937960650882,3.107509726872197,0.0053716093497396,3.442304970425308,2.54584871819024,4.11465169753543,0.11077974584982492,1,0,0,0,0
14,Ebola,2.565134847879072,14.391919023734694,0.578,8.606156312764314,9.62464353890826,6.956867791378657,0.8262977829880758,0,1,0,1,0
14,Marburg,0.7898289400999223,8.307724810841819,0.6219136263362304,9.465014770345483,6.499952833181829,3.8803509110157846,0.5936550920561365,0,1,0,1,0
14,Mpox,1.7473532890383887,8.007037962974781,0.06176209387615251,8.671067669085641,3,4.982679576786642,0.26914338751853684,0,1,0,1,0
14,H1N1_18,2.1345349273668326,2.852052515175378,0.02610217919450978,1.34,1.6664518625142206,0.6605569285021168,1.902661105831864,1,0,0,0,0
14,H1N1_09,1.554686119352932,2.4016220350288076,2e-4,1.9481113439542084,2.66452526176685,3.6175769955425885,5.769056533691993,1,0,0,0,0
14,SARS,1.2579829990989906,4.644704435569969,0.09206633594648406,3.936251518870499,6.1033333333333335,9.534,0.12470512452304017,1,0,0,0,0
14,MERS,2.1352653012603464,13.03033522777899,0.43341183194746213,5.933964344578183,7,20.628083728089557,1e-5,1,0,0,1,0
15,COVID-19_WT,2.660748310235887,4.640805817700621,0.03211660428989957,5.959061138196476,5.15109004190993,11.287265327241991,0.6676450482224467,1,0,0,0,0
15,COVID-19_D,5.172354049085955,3.535861623857454,0.006641743160807687,4.566982030253371,4.490579949209422,6.38152681592277,0.6184637093211542,1,0,0,0,0
15,COVID-19_O,10.132719587155083,3.3288813869257066,0.002867755084125379,3.3253444347154586,2.598077424743531,3.823616205490448,0.11432006369462991,1,0,0,0,0
15,Ebola,1.6539788169885716,15.057236117848317,0.5952394443520267,9.380769243833404,11.198326811001074,6.388136933264316,0.1687121653257908,0,1,0,1,0
15,Marburg,1.594495383773416,5.261508821253936,0.6232832779119418,6.854069851617949,6.79999299029162,3.061744787479089,0.6610271955393442,0,1,0,1,0
15,Mpox,0.8,8.554554891775009,0.073915894229435,8.821239438943614,3,6.690841323644271,0.3331105882611558,0,1,0,1,0
15,H1N1_18,1.8549207748616712,2.520116886028336,0.022526433582416357,1.34,1.6585508705723755,1.156098122906431,0.9181184806065237,1,0,0,0,0
15,H1N1_09,1.6425370455502692,2.3950204511687745,2e-4,1.49466074085284,3.20331843661733,3.944927704354519,7.001360972674524,1,0,0,0,0
15,SARS,2.1472364750470336,4.662181108244733,0.09715655395555103,4.227460565502326,6.81,6.880506624629065,0.23552140006418346,1,0,0,0,0
15,MERS,2.839654472183644,10.780888971137381,0.3095967095965194,5.886358359611317,7,23.719782259467706,0.029080067782105794,1,0,0,1,0
16,COVID-19_WT,2.952212279477875,4.931256513982634,0.02753406199076179,6.221476358841181,5.41990968869019,10.945671464525928,0.49784194982912755,1,0,0,0,0
16,COVID-19_D,3.6662052396174336,3.9055638377537587,0.011170630553488662,4.4553550918668146,4.313489793810405,6.162511350365577,0.8578973881274207,1,0,0,0,0
16,COVID-19_O,9.00611309187533,3.2157160675365195,5.651296958663428e-4,3.415859763641736,2.5619303709306482,4.230370845624712,0.2109804982578353,1,0,0,0,0
16,Ebola,2.8930646798855246,13.2951643282237,0.6182409098689419,8.288954809226226,10.890158366316019,4.895566810134682,0.7698282863555661,0,1,0,1,0
16,Marburg,1.598817976780607,9.594593858886698,0.6088411293562745,8.284404059528448,6.426154103265986,3.143760242144792,0.5896202780561633,0,1,0,1,0
16,Mpox,1.8334463173086815,6.97815422321155,0.04880820374462543,7.434556159882572,3,2.782769066922719,0.3320832793782462,0,1,0,1,0
16,H1N1_18,2.1798463145041134,3.1080174532185842,0.029549434959338976,1.34,1.5877953901047765,0.8784740278740846,0.772230966321643,1,0,0,0,0
16,H1N1_09,1.5836913464297226,2.9565670217093425,2e-4,1.7509040513404641,2.6947168842996585,2.6005369444702056,7.621610796037124,1,0,0,0,0
16,SARS,1.6425341299044118,4.0670845934451885,0.08892364106700976,4.1349135383795534,6,8.111004637494625,0.18829196609936072,1,0,0,0,0
16,MERS,2.3395091738808667,9.833107578119622,0.4342642007555598,6.380147761168328,7,19.719600789902376,0.07631081357196329,1,0,0,1,0
17,COVID-19_WT,2.8397226834002223,4.849212515927242,0.029608187168451146,6.2624908758125635,5.606179456957184,7.801065598088542,0.394444505381257,1,0,0,0,0
17,COVID-19_D,5.366484911674182,3.7729520231586307,0.017006640468470384,4.7170217635017675,4.191071800851957,5.857757901741015,0.5838483299868815,1,0,0,0,0
17,COVID-19_O,8.768351861847412,3.0148193616764134,0.0038618296260381673,3.3648249359712787,2.7774894539771973,4.414634202992663,0.20263026118862582,1,0,0,0,0
17,Ebola,3.448365418289035,15.4007459008008,0.578,8.423103133895495,12.27,7.072379327463775,0.18748073651989652,0,1,0,1,0
17,Marburg,1.5471836954947797,16.47468865410013,0.6372903613076931,6.394296311550034,6.198995324918391,2.833390070834676,0.600010352254992,0,1,0,1,0
17,Mpox,1.7827240646652527,8.388607303345182,0.06101352398299859,7.097003779615304,3,8.501365979054404,0.14814681468824226,0,1,0,1,0
17,H1N1_18,2.040904087776622,2.1943287329437076,0.028193666937103568,1.34,1.5856605358331632,1.1648988881729738,0.6514657198781726,1,0,0,0,0
17,H1N1_09,1.7804292198786353,2.575372114987672,2e-4,1.6094664847310827,2.738469636270467,2.470310123179162,7.174006420055182,1,0,0,0,0
17,SARS,1.792159240114721,6.8461996470055455,0.08680308971777383,4.739180009654376,5.5,11.101440439772157,0.18464095359356705,1,0,0,0,0
17,MERS,1.4232428950290639,10.504345898440782,0.3426226997741945,6.8673913644531295,7,11.50695803493373,0.02473717506454092,1,0,0,1,0
18,COVID-19_WT,3.1163730772943707,4.9513306752048,0.027808393394078795,6.162927996946419,5.239816562682126,11.968427924514767,0.5779089559082948,1,0,0,0,0
18,COVID-19_D,4.706224190101461,4.185965730154596,0.020226935234212283,4.555188446998064,4.36636399944443,6.8496665017901615,0.4325627602784208,1,0,0,0,0
18,COVID-19_O,11.519756345803534,3.0964412287107526,5.878113137956162e-4,3.4668282599852986,2.558579722298791,4.076023818319412,0.3416675577414442,1,0,0,0,0
18,Ebola,2.1465404342975973,13.740753792956468,0.6164219001573955,7.5977218771589055,12.27,6.233860176632751,0.121561213138988,0,1,0,1,0
18,Marburg,1.2238829362163457,4.296432567518458,0.6207060727419532,4.8820758457218725,7.002851182739337,3.3314244344492847,0.6153803282169432,0,1,0,1,0
18,Mpox,0.8,7.124664646713867,0.06701171115633991,7.89613739510726,3,9.069721365744005,0.3071635772962638,0,1,0,1,0
18,H1N1_18,2.571122147833578,2.8679788013227703,0.022762075484728885,1.34,1.496242377778836,0.9021413578154324,1.232797639284863,1,0,0,0,0
18,H1N1_09,1.522753400261701,3.0111350591624784,2e-4,1.7834357860226207,2.8244560682122657,2.882413019275664,8.34697034904028,1,0,0,0,0
18,SARS,1.6853901549893302,8.287132553593427,0.10434479731561858,3.908171492864323,5.6033333333333335,6.438097456416163,0.12424239627157024,1,0,0,0,0
18,MERS,2.420276266559828,12.286680037052653,0.44106626199044013,6.75539596360501,7,15.838671945913939,0.05051116018922277,1,0,0,1,0
19,COVID-19_WT,3.265781596020541,4.39749320762779,0.022979042449828818,5.888859093225301,5.463726955693245,9.43939032975511,0.6743657011911537,1,0,0,0,0
19,COVID-19_D,5.11627439055235,4.073607220836295,0.021964214444063806,4.263381923465083,4.261838691814731,6.43734628701844,0.6713444465790632,1,0,0,0,0
19,COVID-19_O,11.121967563099677,3.287984735100909,0.004536495713136155,3.2824063692488736,2.4473321628435376,4.079800066278619,0.23815213111941758,1,0,0,0,0
