MCMC_Iteration,Pathogen_Name,R0_sampled,SI_Clust_sampled,CFR_sampled,Presymp_Proportion_sampled,LP_sampled,IP_sampled,InfP_sampled,k_sampled,Route_resp,Route_direct,Route_sexual,Route_animal,Route_vector
2,Mpox,1.7492542013427028,8.15173574433033,0.050245036925834534,0.0478,3,8.404490242499875,5.6918141621198215,0.31166030403164274,0,1,0,1,0
2,H1N1_18,2.8835675159048524,2.655266118897874,0.018419473245455682,0,1.623735221118091,1.34,1.231407164651753,1.1048168882670717,1,0,0,0,0
2,H1N1_09,1.7837130707671234,2.9581911236303444,2e-4,0,2.773602398535589,1.7314956520938423,2.9042864532778387,6.813848193220361,1,0,0,0,0
2,SARS,1.592724622318703,5.071387736182546,0.08939917492586845,0.098,6.6033333333333335,4.480185856386685,5.154582052540912,0.2083923271356171,1,0,0,0,0
2,MERS,2.07656689489665,10.934607327976957,0.4518643376071018,0,7,7.468405555318725,16.220247899770424,0.030386900159374612,1,0,0,1,0
3,COVID-19_WT,2.7106596144919766,4.772759536209529,0.03061046494853416,1,5.399884914144998,6.030781976044048,9.48802322777529,0.38040176216666655,1,0,0,0,0
3,COVID-19_D,6.383753451631534,3.6542661950382795,0.02230320140954736,1,4.257874452958996,4.812925262099185,5.593749269497418,0.4998305765507501,1,0,0,0,0
3,COVID-19_O,8.840994600510962,3.2342700459500797,0.006129271025318539,0.8262,2.676128926296408,3.349631006029242,4.099807976851164,0.3400539013214843,1,0,0,0,0
3,Ebola,2.0026609238231803,16.325871399779512,0.6024457795346625,0.0012,9.996668061626533,8.574849555014266,7.365,0.22808650811314285,0,1,0,1,0
3,Marburg,0.904749267933909,3.983400732437112,0.6231030692725906,0,6.631184310969544,6.353890913325438,2.9580977415881087,0.5862079199043531,0,1,0,1,0
3,Mpox,1.8277120964637315,10.391131479794641,0.06400027055767107,0.9932,3,7.771346473310164,7.777389822629331,0.31168364615095806,0,1,0,1,0
3,H1N1_18,1.706287694139117,2.976109531929674,0.021554000881838113,0,1.5586586985694513,1.34,0.9434145561993483,1.1908127672799773,1,0,0,0,0
3,H1N1_09,1.4669015632634925,3.164590596969839,2e-4,0,3.0273732458915066,1.7944231229976788,3.6496820720536047,7.180903653249757,1,0,0,0,0
3,SARS,0.8861733296547865,6.961163441183372,0.10423557363716558,0.0064,5,4.290806268969644,8.458,0.20397970195134157,1,0,0,0,0
3,MERS,0.606785767330367,13.277605211178411,0.42819179362825277,0,7,6.317358798393254,16.77170857367379,0.03349420815787215,1,0,0,1,0
4,COVID-19_WT,2.6725167338827376,4.759357921381788,0.025899687109809194,0.3202,5.461809040127826,6.159748802340023,13.41978278949112,0.40446553890273096,1,0,0,0,0
4,COVID-19_D,5.040169497340095,3.8473713186210876,0.006504618810591183,0.554,4.443224533433172,4.39701983352338,5.811659128371627,0.8214393719947569,1,0,0,0,0
4,COVID-19_O,12.0659329400543,3.195070991641828,9.107525770105017e-5,0.997,2.8633883258208113,3.3576125608156975,3.767165516834411,0.24852471356930572,1,0,0,0,0
4,Ebola,1.7240544126820725,13.955501117396619,0.6009600147538028,6e-4,9.28643892435305,8.38106126341822,6.887828601410421,0.6433641775495949,0,1,0,1,0
4,Marburg,0.46679589937775967,11.444325103230119,0.6488364783079643,0,6.4455651629135655,5.552002089708706,3.0412414999398245,0.5672593270979874,0,1,0,1,0
4,Mpox,0.8,8.064624431826044,0.06108127767829648,0,3,7.13625619901123,3.1590897938596667,0.23846424842580316,0,1,0,1,0
4,H1N1_18,2.384650303062774,2.702466012929932,0.024898126047404424,0.623,1.6153381650643506,1.34,0.874354116649253,0.754358873310096,1,0,0,0,0
4,H1N1_09,1.4680183455065028,2.863764218014951,2e-4,0,2.6591826341012554,1.612469559589618,3.0314903107044158,6.290271249733655,1,0,0,0,0
4,SARS,0.9701974419893421,2.309984956984085,0.0973469431423376,0.112,6.1033333333333335,4.067955334361848,10.944,0.14233136845992006,1,0,0,0,0
4,MERS,1.514402854436162,6.930060197977821,0.38142085149873395,0.2998,7,7.565029290551623,17.17836213349009,29.089951886736774,1,0,0,1,0
5,COVID-19_WT,2.589653548059214,5.009669343440714,0.022815930285917566,0.324,5.411805823823827,5.493629309151448,8.60009392596288,0.5895720092717974,1,0,0,0,0
5,COVID-19_D,3.04261562215983,3.630355303504217,0.012129800866314527,0.4598,4.169548615307777,4.8591684150567565,6.049763549430657,0.4189388804432303,1,0,0,0,0
5,COVID-19_O,8.097106881767258,3.5798832478446996,0.003963798953912324,0.4122,2.8053738875477547,3.406747201331236,4.818382946759597,0.09769254918512944,1,0,0,0,0
5,Ebola,2.5159119820763376,15.9002474808753,0.584615906265845,0,11.045913162982234,9.437017908802709,6.318059516293804,0.4538578701836617,0,1,0,1,0
5,Marburg,1.1064876211979313,6.250057099093888,0.6155069616243033,0.0354,6.356470024388269,7.292983166196623,3.421967902715751,0.6270605098402595,0,1,0,1,0
5,Mpox,1.2736495195091382,6.85755477917289,0.07513689689549496,0.5268,3,8.1972121058794,5.868391263283597,0.359172346375516,0,1,0,1,0
5,H1N1_18,2.7077855911703503,2.9960772386390198,0.02506011981909627,2e-4,1.571865639483057,1.34,0.7125335037190461,0.8462525485224928,1,0,0,0,0
5,H1N1_09,1.706303479764241,2.5711713206898215,2e-4,0,2.704469815318441,1.8175239462978203,3.332115710848501,6.611712240423266,1,0,0,0,0
5,SARS,1.7458892832619561,4.850810361178948,0.08708492563623423,0.1104,6.706666666666666,4.250546590117542,11.400708238514781,0.1695558201615287,1,0,0,0,0
5,MERS,0.9191858267533136,13.627586369538886,0.45976644539392103,0,7,7.050151006968095,12.261461086680331,0.0230213802725593,1,0,0,1,0
6,COVID-19_WT,2.903231125170649,4.5917080625538755,0.024664210030376017,0.3264,5.259811796992124,6.126635379970277,9.906045731577844,0.5444371006884655,1,0,0,0,0
6,COVID-19_D,5.352532241958237,4.009981171563908,0.012426564685638249,1,4.394873697917299,4.68577405140231,6.496759104591268,0.6523613126845296,1,0,0,0,0
6,COVID-19_O,7.944866151097573,3.208457490527091,0.00400807676898068,0.9992,2.5024091231760353,3.4045478242246707,4.165674713658577,0.09038098716356305,1,0,0,0,0
6,Ebola,2.4134294529643925,13.612920518515654,0.578,0,12.27,9.194730658966305,7.392504290182769,0.23413491010269813,0,1,0,1,0
6,Marburg,1.5821720872743334,13.546355163997433,0.6059411297190006,0.0332,6.475598924852558,7.191072275025994,3.330265321521679,0.6328239229284338,0,1,0,1,0
6,Mpox,1.3223623992557472,12.85150631582027,0.05397165710640976,0,3,7.720671252512931,3.820234001224301,0.16015439046939264,0,1,0,1,0
6,H1N1_18,1.7121160020579982,3.080725750485571,0.022562079161386323,0,1.5777141090156002,1.34,0.6810424145229504,0.992800069135892,1,0,0,0,0
6,H1N1_09,1.5406133382060039,2.8367729378441306,2e-4,0,2.628472267909489,1.7802976150310983,2.772104619922754,6.981138891280601,1,0,0,0,0
6,SARS,2.0636720195695193,7.322377588506425,0.10980017706471634,0.0066,5.6033333333333335,3.91395743727469,13.814,0.15084688197379809,1,0,0,0,0
6,MERS,1.378247968515376,13.157313754195462,0.36765571682392634,0.2934,7,6.125471298637828,12.572201597389112,0.015469116743590826,1,0,0,1,0
7,COVID-19_WT,3.147703693739323,4.943373217942073,0.030762303889397803,0.3264,5.279072735669107,5.927548397313455,10.117965494162645,0.44666866875083633,1,0,0,0,0
7,COVID-19_D,4.898867124136606,3.893555854822388,0.007970298416506903,1,4.425939410430432,4.433962013304368,6.044433516090481,0.6164520556497063,1,0,0,0,0
7,COVID-19_O,8.990832498716259,3.3421174280788795,0.005782006283575347,0.8192,2.7956151425112585,3.39514266536765,4.179340544916276,0.09350672832071248,1,0,0,0,0
7,Ebola,2.083739657679707,14.997246117012036,0.5923477043897876,0,9.457405608412591,8.444330703287795,7.724089079386563,0.24487638547053256,0,1,0,1,0
7,Marburg,1.5918905612200391,7.919777527365328,0.6022445232063806,0,6.210109735974236,4.2483310326649715,3.034686290720828,0.5803626212808217,0,1,0,1,0
7,Mpox,1.3148808663090303,6.8557057355787006,0.04493803558012368,0.4586,3,7.737842231157233,9.00421180694425,0.239534427829319,0,1,0,1,0
7,H1N1_18,1.6559884998640475,3.036967322024201,0.02211344480927903,0.3138,1.576457694950636,1.34,0.876393222272909,1.034512651011766,1,0,0,0,0
7,H1N1_09,1.6987790549127695,3.029421143602544,2e-4,0.0408,2.7077914121787674,1.4981519373613825,3.6001787571870376,8.201650799004291,1,0,0,0,0
7,SARS,1.87180317883848,5.987170603459769,0.09286593461240207,0.0056,6.6033333333333335,4.080910059656212,7.048,0.22461596403283304,1,0,0,0,0
7,MERS,1.573782513225852,13.396619049839815,0.3685104233812764,0,7,6.175619721905346,13.593026134980574,0.03868731270317036,1,0,0,1,0
8,COVID-19_WT,3.4897858887190067,4.8688315504496975,0.028159526350838668,1,5.329558516175386,5.637696264324932,12.039716327579114,0.4909613120568036,1,0,0,0,0
8,COVID-19_D,5.621096370354422,4.173970558671261,0.010964921369005324,0.5476,4.362594275154808,4.675660330849471,5.113138938002094,0.7705801842062928,1,0,0,0,0
8,COVID-19_O,9.164710036107355,3.3398978722097525,0.006134756172189606,0.4126,2.722054111758374,3.562780604922631,4.320238792977739,0.4431768071129357,1,0,0,0,0
8,Ebola,2.9039456753513604,14.796952459460776,0.5875754332999817,0.001,12.27,7.901783623902461,7.827312510873188,0.5317257728960905,0,1,0,1,0
8,Marburg,1.5909151325019828,10.849668530012336,0.6127514299113347,0,6.652145444738528,8.132588920663203,3.199082470186963,0.5018472763877351,0,1,0,1,0
8,Mpox,0.8,9.656077078908755,0.04600121130316831,0,3,8.970922045436787,5.768728943504107,0.25791075844471056,0,1,0,1,0
8,H1N1_18,2.2323468962192172,2.986155191839527,0.027091148566325864,0,1.6335073344410351,1.34,0.7840616580717769,0.5760096306543403,1,0,0,0,0
8,H1N1_09,1.5300737844040306,2.455999251360624,2e-4,0,2.6698406668003667,1.7083789907958848,3.6743264468832417,7.326619852882692,1,0,0,0,0
8,SARS,1.6975172100798153,3.0807443290094088,0.09347222840583591,0.1076,6.1033333333333335,3.922480314623426,9.54389801500913,0.16746169421189944,1,0,0,0,0
8,MERS,0.7585432420711811,12.79503429283075,0.40562114690907997,0,7,6.523744969058758,17.28237185046401,0.058178069675674446,1,0,0,1,0
9,COVID-19_WT,3.0839097866958785,5.0608147825723515,0.026707342610911948,0.3288,5.250129196991192,5.504553066389739,11.87050338876465,0.5560850546408892,1,0,0,0,0
9,COVID-19_D,5.21421173227017,3.655111341620642,0.023276965824849595,1,4.3260875537846895,4.69763736851467,5.707315791815002,0.42348714803305004,1,0,0,0,0
9,COVID-19_O,7.7658857223397675,3.0098281931527597,0.005206486534140863,0.997,2.4758634121335934,3.4744718920680673,4.571176142033052,0.32931880295506133,1,0,0,0,0
9,Ebola,2.863720038961273,15.392145869739036,0.5937607378936584,0,9.71531436151809,8.80846910186076,7.290967664367568,0.48704720559207426,0,1,0,1,0
9,Marburg,1.5952555128812,12.310038919245887,0.6046061993462203,0.033,6.212520494995554,6.937336356169353,2.8468532786554586,0.6574309963608324,0,1,0,1,0
9,Mpox,1.2782131188171242,10.059500918090686,0.06549133766704714,0.2642,3,8.80712902041539,5.819738315160212,0.20096579796812147,0,1,0,1,0
9,H1N1_18,2.577761767329754,2.512633267565007,0.026087213750362395,0.313,1.6166539342387551,1.34,0.7493519166315875,0.5113662509634783,1,0,0,0,0
9,H1N1_09,1.6054287055255205,3.2711154741337407,2e-4,0,2.699654867281886,1.4768219178978446,2.873655995292049,9.908917718120783,1,0,0,0,0
9,SARS,2.38105389948215,6.400510274178414,0.1033180932175441,0.1122,6.706666666666666,4.687156901419982,11.43250313862559,0.19520650564084935,1,0,0,0,0
9,MERS,0.4914075676000142,11.15498313957217,0.3587942558072732,0,7,6.791592892212138,13.494886271968921,0.030685501382407013,1,0,0,1,0
10,COVID-19_WT,3.233677753119837,4.929386327087106,0.0284485169196853,0.8834,5.8003191893526695,6.746208640890719,10.500688427990706,0.5879069794692403,1,0,0,0,0
10,COVID-19_D,4.799637566423925,3.854507521015284,0.012378540322660855,0.9648,4.459166229120135,4.844119018470526,5.854497511433158,0.709255357947714,1,0,0,0,0
10,COVID-19_O,9.681416967494714,2.996903914712335,0.0028043047748314022,0.8268,2.8420013397755306,3.356622340249913,4.312470296443585,0.22305086231907373,1,0,0,0,0
10,Ebola,2.880819226674336,15.395735788867235,0.6154335789082677,0,10.847312450083828,8.141523483826592,6.646862511121601,0.213613730522233,0,1,0,1,0
10,Marburg,1.034641576087768,10.92302587758871,0.6180894952128156,0.0348,6.679442690215993,5.596025362785145,3.255303249149009,0.5415175619534387,0,1,0,1,0
10,Mpox,1.7910589319312322,8.451798141242879,0.04192061876922128,0.0344,3,6.555796689968081,2.804297331287564,0.2002538467841446,0,1,0,1,0
10,H1N1_18,2.561052883496098,2.6053191627364587,0.025782919541911364,0.0888,1.542003237954407,1.34,0.8696834670910466,0.6412955880743155,1,0,0,0,0
10,H1N1_09,1.7073664649019802,2.509892143435134,2e-4,0,2.47854868207076,1.5649288116553173,2.410011663676068,7.568550667566159,1,0,0,0,0
10,SARS,1.9936271733565567,7.245772838147347,0.10317814820713489,0.1036,5.5,4.368051270994011,10.994,0.1008186031737054,1,0,0,0,0
10,MERS,0.7087409122336678,11.877312896814946,0.36335151008824595,0,7,5.985430144128024,15.67120701710067,0.023764894093557656,1,0,0,1,0
11,COVID-19_WT,2.8321281673492136,5.106971581863016,0.024636100581538155,0.3146,5.422362049511318,6.412479907934832,9.387219036757067,0.46859388337887875,1,0,0,0,0
11,COVID-19_D,3.6186765348693695,3.6945645144880377,0.011736971386767023,0.5508,4.395892997361093,4.870792799874209,5.629918356922257,0.6089846163063818,1,0,0,0,0
11,COVID-19_O,7.922574247373967,2.9944429542054367,0.004855209361483953,0.999,2.543192211049301,3.2424532444007537,4.075952775401809,0.46155369870804563,1,0,0,0,0
11,Ebola,3.6005529002051255,14.485918098772615,0.6131017557709622,0,9.503893840801624,8.813027134887184,6.2677134869447695,0.26822849404442983,0,1,0,1,0
11,Marburg,1.1733841824819722,2.039493495266053,0.6356352623436216,0,6.3515876334304,6.918388573559797,2.3938838425752,0.5663175365436368,0,1,0,1,0
11,Mpox,1.2770859176832245,8.812996337648508,0.053918765991347886,0.258,3,7.378400861491278,4.914564631395399,0.17501404501259402,0,1,0,1,0
11,H1N1_18,2.2967449106712055,2.6585688908408502,0.02609582796946098,0,1.6574362568321837,1.34,0.844214119708036,0.4393419211993038,1,0,0,0,0
11,H1N1_09,1.716014283023724,2.802394238034081,2e-4,0,2.5423664278456193,1.6792991412446472,4.733893428231753,7.3933549625027215,1,0,0,0,0
11,SARS,1.85839127946388,6.069391563409431,0.09324084424593716,0.0064,6.1033333333333335,3.970136045426255,9.99268940866734,0.230421156025783,1,0,0,0,0
11,MERS,0.394825684891597,9.96565029568797,0.3987442163669733,0.002,7,7.74208333618026,22.047925869733174,0.03204145444982463,1,0,0,1,0
12,COVID-19_WT,3.1271881122360603,4.787788762678896,0.028399058168517913,0.88,5.741050493139433,5.613195094647979,8.394269145589126,0.47746737674495904,1,0,0,0,0
12,COVID-19_D,6.498609261324603,3.85677564869275,0.014312124250592775,0.4412,4.298960106009461,4.628647969471784,5.4206074059789096,0.3935946747109352,1,0,0,0,0
12,COVID-19_O,9.521928958474936,3.1734703776376194,0.0016546762593382868,0.4078,2.648543342617458,3.3980079340117024,3.7386377626927287,0.23868114135286433,1,0,0,0,0
12,Ebola,2.0646409884449755,15.308200614623996,0.6326531249900242,6e-4,12.27,8.671014692490603,7.843635671646571,0.7885786722931328,0,1,0,1,0
12,Marburg,1.574993156998706,11.18341068256386,0.6155520553648547,0,6.661868431104083,8.896182550675771,2.847091325587567,0.5953285557344282,0,1,0,1,0
12,Mpox,1.286035487946142,9.050117752773698,0.01405379074177406,0,3,7.926527497827772,7.56507494590614,0.20458606319270883,0,1,0,1,0
12,H1N1_18,2.375986827005963,2.183013054899752,0.022113109834503625,0.1636,1.581372990839703,1.34,0.7283285450484898,0.40093118160744906,1,0,0,0,0
12,H1N1_09,1.4502244973093428,2.555732704986292,2e-4,0.2752,2.6662960295746365,1.7767064510563293,4.422425716836063,8.654487782049689,1,0,0,0,0
12,SARS,2.18995552195467,6.150350146145939,0.09647114193050446,0.1064,6.206666666666666,4.498069104112167,6.998,0.10248059325159112,1,0,0,0,0
12,MERS,0.5367730921815742,12.119112573633021,0.42063204882819444,0.0036,7,6.632355716530816,17.443516384520382,0.03917408854116687,1,0,0,1,0
13,COVID-19_WT,2.969642914133763,5.176870592859012,0.026489546634292885,0.8788,5.622937391133178,5.860646788766481,7.223438985061072,0.5776723418889087,1,0,0,0,0
13,COVID-19_D,5.696216285955301,3.9854901917892827,0.013165534343739429,1,4.366125267245752,4.419241096088727,6.947334965477807,0.407071852103161,1,0,0,0,0
13,COVID-19_O,8.346776652344602,3.212565334851941,0.00473015720056187,0.9992,3.1396695475616636,3.4857337224506484,4.1034115870293855,0.1610746323177825,1,0,0,0,0
13,Ebola,2.652971827809317,16.234297526153128,0.6032975077868554,8e-4,11.08644710045633,7.838243051219478,6.554497177281441,0.143551498053022,0,1,0,1,0
13,Marburg,1.591447086465883,13.585348147009105,0.6406824487437178,0,6.805432407621107,5.356561106353962,2.886083472426098,0.5969340490214654,0,1,0,1,0
13,Mpox,1.7653444574221768,8.50358357762686,0.052550788171729826,0.8762,3,7.801233197212644,7.326714247532722,0.2936180486238633,0,1,0,1,0
13,H1N1_18,2.0336048536620988,2.340685297578246,0.028810384992923828,0.0394,1.6005704862987065,1.34,0.9010138261165939,1.2246467215250871,1,0,0,0,0
13,H1N1_09,1.5195833998086121,2.5688066722776592,2e-4,0,2.71982513464044,1.6267069169851607,2.485735718639165,7.05390177543247,1,0,0,0,0
13,SARS,1.7830136788425341,3.3522548903171256,0.09362999517555583,0.0054,6.706666666666666,4.081161619614958,9.534,0.17030031070364382,1,0,0,0,0
13,MERS,1.9604630594159378,7.094930714668233,0.3977162789876314,0,7,7.6045921780468095,8.249646365719427,1e-5,1,0,0,1,0
14,COVID-19_WT,3.1021620067014064,4.702052156653037,0.03386831745506612,0.3288,5.573949168095791,6.44787057465665,9.01714736696529,0.6770130268772407,1,0,0,0,0
14,COVID-19_D,5.813390645684161,3.8766160503467892,0.014082657789514593,1,4.378458106027042,4.79940168134377,4.72813088975955,0.525550636502948,1,0,0,0,0
14,COVID-19_O,8.450804423869318,3.2719926274343285,0.0026468911004366154,0.4102,2.7653549328822287,3.266169514205871,3.6938205145828347,0.2066048584549861,1,0,0,0,0
14,Ebola,1.814849671759068,14.667399949626107,0.6042140974148844,0,10.847243182055902,8.030822345146696,6.9828144736025095,0.5789815875398557,0,1,0,1,0
14,Marburg,0.6825598942158162,8.245056257074475,0.60963105430142694,0,6.523479028287662,9.413994192006157,3.518258479499666,0.6159221194519616,0,1,0,1,0
14,Mpox,0.8,10.545176357993235,0.022448242160399586,0.042,3,9.40859528777008,5.967988514805294,0.46049388103817146,0,1,0,1,0
14,H1N1_18,2.222453236548959,2.4075332591039285,0.022706791706567073,0.9956,1.5078151024648583,1.34,1.8239097885965407,0.8709969460901502,1,0,0,0,0
14,H1N1_09,1.5945984385848817,2.5023912741659053,2e-4,0.0888,2.5203619408959335,1.7558430870285988,3.842516989226221,8.368511878418264,1,0,0,0,0
14,SARS,1.8030399117202034,8.165526611375844,0.0851793942990283,0.0058,5.6033333333333335,4.620825523511542,8.458,0.06172170272374446,1,0,0,0,0
14,MERS,1.2704586102807507,11.18053538736398,0.4412421889037484,0,7,7.269174028924259,19.669448367200836,0.028631048763764273,1,0,0,1,0
15,COVID-19_WT,3.3671654551642676,4.858037654238313,0.025155146481238237,0.3342,5.393469311705941,5.769967768790454,9.360082869974594,0.6202682986989735,1,0,0,0,0
15,COVID-19_D,5.917328615273563,3.852645835656202,0.009444208230167245,1,4.2839118037899375,4.839164175793575,5.065150875650735,0.5508167497088076,1,0,0,0,0
15,COVID-19_O,9.504544363948296,3.1192779526938472,0.004925755644343717,0.9974,2.5943053103742337,3.4852318921799226,4.415772869395627,0.4992706021578476,1,0,0,0,0
15,Ebola,3.718433263643581,14.742074494003198,0.591535254256256,0,10.333423599275065,8.923747354089633,7.643246559799788,0.6293504122407233,0,1,0,1,0
15,Marburg,1.0469630257251776,10.883547057299783,0.6290681861269799,0,6.846751880009886,5.587565262338302,3.0742211132684547,0.5859692519885636,0,1,0,1,0
15,Mpox,1.758088678534163,8.769830784822307,0.0536459034161187,0.4552,3,8.591829352122193,7.060614658677066,0.11983220749687018,0,1,0,1,0
15,H1N1_18,3.0294744658090225,3.0002438612556337,0.02635506930366531,0.0362,1.5489369872497951,1.34,0.9242860772618628,0.9435651703065987,1,0,0,0,0
15,H1N1_09,1.7486544732338134,2.623759533913571,2e-4,0.0848,2.776766021443163,1.6696010739936509,3.166221227041626,5.838111879132552,1,0,0,0,0
15,SARS,1.9528449417581064,3.990933153276409,0.08844582471987268,0.1066,6.1033333333333335,4.353480457121699,7.301904812199928,0.22493283544216428,1,0,0,0,0
15,MERS,1.494032950612173,9.4307760095053,0.3155217113893876,0.5178,7,7.327907224371455,14.548590627409055,0.048909765465264904,1,0,0,1,0
16,COVID-19_WT,2.859107095198305,4.744819099584538,0.02332004222030943,0.3168,5.523499060953413,6.194747655402819,9.693047850242255,0.3456120864278601,1,0,0,0,0
16,COVID-19_D,5.816110964299188,3.7031834549070894,0.021233643126734276,1,4.384713402171778,4.84974293300101,6.337274556101423,0.6181360402192903,1,0,0,0,0
16,COVID-19_O,11.33127353689173,3.0947064621425726,0.009604016269730663,1,2.6909336628420286,3.655701403649902,4.08792246455747,0.25641515494899514,1,0,0,0,0
16,Ebola,2.9195668336787857,15.291845150652787,0.6159286807942018,0,12.27,9.043793222051084,5.071205865372568,0.8118887643487166,0,1,0,1,0
16,Marburg,1.0623885315351267,1.5006969703679662,0.6329778263619374,0,6.497019856303202,7.471830181105352,3.300133045117333,0.5466292221601374,0,1,0,1,0
16,Mpox,1.8079039773354606,7.782611351716778,0.05057535997652038,0.1948,3,7.806193703197535,5.83497850051506,0.418440378685774,0,1,0,1,0
16,H1N1_18,1.7556280285496955,2.839490470036262,0.02098749765347629,0.0622,1.559134577380693,1.34,0.9003221524790812,1.1439663108392673,1,0,0,0,0
16,H1N1_09,1.5945922752636847,2.6522776429288806,2e-4,0,2.657771599090833,1.6033154828438019,2.739620729297745,6.39917014887317,1,0,0,0,0
16,SARS,1.3253226578909414,10.450096367873067,0.09433832783314244,0.1026,5.5,4.744602076743939,6.449116449757304,0.03365467797068687,1,0,0,0,0
16,MERS,0.6705960337777596,11.981129093230349,0.4208159789165596,0.0042,7,6.178002172623019,22.73560552444546,0.07907671836939988,1,0,0,1,0
17,COVID-19_WT,3.1182769665773113,4.793498909247494,0.03058698311636853,0.3252,5.391821464669014,5.7865233918256065,10.2597852691021,0.6002571319380078,1,0,0,0,0
17,COVID-19_D,3.858101576034472,4.19714305333401,0.014026007897083938,1,4.41922556139117,4.95066892550822,5.996357002072347,0.711521563853584,1,0,0,0,0
17,COVID-19_O,10.392944459264326,3.2260136983477845,7.352035386412972e-5,0.9988,2.730953836992224,3.4128248508547094,4.201735456652995,0.3074034015570675,1,0,0,0,0
17,Ebola,2.4866564229546544,14.40437057756328,0.5975402014878568,4e-4,9.323907075729242,8.200474206443227,6.056114975302059,0.35221550647565464,0,1,0,1,0
17,Marburg,1.3089446160876825,4.775495109967688,0.6404471042055314,0.0354,5.836460560185227,6.321693408001332,3.194426484500998,0.5896812099612109,0,1,0,1,0
17,Mpox,1.8305925527098206,8.373162835659063,0.04416399554613838,0.392,3,7.993717451992624,6.527734841533255,0.34041525565151703,0,1,0,1,0
17,H1N1_18,1.7748427832639937,2.8273979474515025,0.027053522831212498,0.0544,1.5628732010502346,1.34,0.9145971042003636,1.0187106934979766,1,0,0,0,0
17,H1N1_09,1.5213562027219474,2.319579549807044,2e-4,0,2.5669336466434536,1.717779569419279,4.236388750409549,8.236137836724819,1,0,0,0,0
17,SARS,1.5038701117376634,15.913504080226605,0.09780784439750131,0.0066,5.5,4.264375226316677,7.066719853752442,0.17163163337367915,1,0,0,0,0
17,MERS,0.6218673255334803,10.19539932493327,0.3426074676060047,0.013,7,6.493966931428919,15.086780901874045,0.04769190074771887,1,0,0,1,0
18,COVID-19_WT,2.6674840745376116,4.4342327940037425,0.02535166835116328,0.321,5.298105309107763,6.664906252369921,8.179777551531352,0.7152632620731905,1,0,0,0,0
18,COVID-19_D,4.067354452031459,3.6233294612463425,0.020811236409488332,0.9672,4.45788108711438,4.746893764839923,6.6484327288593565,0.5302347337220102,1,0,0,0,0
18,COVID-19_O,7.067524494769508,3.1462242700292427,1.9313287184519575e-4,0.8162,2.5356383300613885,3.7004313112070966,4.434958773741582,0.28250123128679205,1,0,0,0,0
18,Ebola,2.4777204936074284,14.656649881292452,0.603476777925747,4e-4,11.188388296120905,8.771741616739742,7.148599723289603,0.42968552677720284,0,1,0,1,0
