MCMC_Iteration,Pathogen_Name,R0_sampled,SI_Clust_sampled,CFR_sampled,k_sampled,IP_sampled,LP_sampled,InfP_sampled,Route_resp,Route_direct,Route_sexual,Route_animal,Route_vector
4,H1N1_18,1.6599956570328376,3.158157965084589,0.011528005869849322,1.2632910992298572,1.34,1.625942827443663,1.3111623649012432,1,0,0,0,0
4,H2N2,1.5354056269948084,3.244990104064124,0.02,NA,2.4596433663502926,NA,NA,1,0,0,0,0
4,H3N2,1.8270693987810973,2.668118568705267,0.02,NA,1.48,NA,NA,1,0,0,0,0
4,H1N1_09,1.5017379035969667,2.5660081963532932,2e-4,7.226294154016333,1.5603767092783258,2.372349986310013,3.3554557390997584,1,0,0,0,0
4,H5N1,0.2509783704431195,8.290894821727152,0.5827448363447714,NA,4.353893209895695,NA,NA,1,0,0,1,0
4,SARS,1.3849767224253353,3.4789982562201307,0.09698419968511914,0.1556071688161349,4.013685080631294,6,7.587317262150985,1,0,0,0,0
4,MERS,3.0624280817107614,9.200662531587412,0.40272032070623565,0.02785431304617208,7.362646446541882,7,14.265808881814332,1,0,0,1,0
4,HIV,2.6532279296478127,NA,0.9,NA,3812.2400022906754,NA,NA,0,1,1,0,0
4,Cholera,1.6671742871572535,NA,0.045,NA,1.5107248013744206,NA,NA,0,1,0,0,0
4,Measles,9.194789810139888,NA,0.013356265669114157,NA,9.281982284781309,NA,NA,1,0,0,0,0
4,Norovirus,2.063877235863697,NA,2.226204042687086e-16,NA,1.147205939788526,NA,NA,0,1,0,0,0
4,SFTS,0.1505222672681214,NA,0.10760813462314928,NA,10.877402937989556,NA,NA,0,1,0,0,1
4,EVA71,4.730890239971071,NA,0.012648254656720452,NA,5.366511640995879,NA,NA,1,1,0,0,0
4,hMPV,1.2,NA,0.0352719111358541,NA,6.618689284035412,NA,NA,1,1,0,0,0
4,Plague,7.06222480655321,NA,0.37630802767667,NA,4.795102585447358,NA,NA,1,0,0,1,1
4,Smallpox,6.272966964667097,NA,0.5125118076522096,NA,15.653686983854195,NA,NA,1,1,0,0,0
4,Chikungunya,1e-5,NA,4.391949090819041e-4,NA,1.4204666211078525,NA,NA,0,0,0,0,1
4,RVFV,1e-5,NA,0.14208448644616264,NA,3.8402506932993514,NA,NA,0,0,0,0,1
4,Anthrax,1e-5,NA,0.45,NA,6.530913146872571,NA,NA,1,1,0,1,0
5,COVID-19_WT,3.0519946361133052,4.828067908267632,0.02948981075272187,0.5898478358393915,6.077879672478999,5.384815586313644,7.407438414850409,1,0,0,0,0
5,COVID-19_A,4.234319796735204,4.516272592003072,0.026844982102491404,NA,5.144843645668479,NA,NA,1,0,0,0,0
5,COVID-19_D,5.263190561686764,3.747480680649286,0.01131451558901703,0.649491315888812,4.384388635339779,4.431322095965268,6.336806060336996,1,0,0,0,0
5,COVID-19_O,10.861001129583906,3.1088069796257765,5.179330151923271e-4,0.2579605050912501,3.3975731376877327,2.944001770834948,3.4940757228302672,1,0,0,0,0
5,Ebola,2.4711921175628393,14.299590763481397,0.578,0.7851744789044801,8.10112810470601,11.184619032019853,6.280837771459819,0,1,0,1,0
5,Marburg,0.8233044279217859,2.8002827666437766,0.42438727794466663,0.6052832357396228,6.91753807632897,6.56489882351153,4.0163390674619075,0,1,0,1,0
5,Lassa,2.1153854736052597,10.282451369028665,0.3453335540667521,NA,10.65759909250962,NA,NA,0,1,0,1,0
5,CCHF,0.0030888286290355876,19.365845133768943,0.20287238554429426,NA,5.745843144272368,NA,NA,0,1,0,1,1
5,Nipah,0.4934702979887543,12.764615805986097,0.6216341405692279,NA,14.82532737104301,NA,NA,0,1,0,1,0
5,Zika,0.26157465902722277,14.74764888952437,5.23548947254728e-13,NA,5.970464079901312,NA,NA,0,0,1,0,1
5,Mpox,1.3024947417314046,12.387096714494804,0.07868808452808344,0.30465981282410187,8.029596339427917,3,6.967025077526275,0,1,0,1,0
5,H1N1_18,2.3648974419400304,2.9159409938729732,0.024525511341122526,1.2530850115299934,1.34,1.5957320017532806,0.8043533872482793,1,0,0,0,0
5,H2N2,1.5821857185617065,3.3112517280029983,0.02,NA,2.5883224882511775,NA,NA,1,0,0,0,0
5,H3N2,1.7283914756930725,2.942206490083397,0.02,NA,1.48,NA,NA,1,0,0,0,0
5,H1N1_09,1.6128990338705882,2.5107573176251297,2e-4,7.782245453904754,1.5379693693655914,2.778883953830109,3.5459677144693655,1,0,0,0,0
5,H5N1,0.03855385698669715,5.893981463025545,0.6472083069254021,NA,4.093421592307817,NA,NA,1,0,0,1,0
5,SARS,1.7692299952296908,23.3052189251962,0.09455743144427571,0.19669258858424604,4.598673146375699,6.6033333333333335,9.28807584129467,1,0,0,0,0
5,MERS,1.575304086458859,9.864587301897451,0.36683280714999006,0.04872862038519199,6.447145759905403,7,14.897617185478202,1,0,0,1,0
5,HIV,0.9501034613467395,NA,0.9,NA,6153.231860512294,NA,NA,0,1,1,0,0
5,Cholera,1.9411208641827675,NA,0.045,NA,1.379741469866645,NA,NA,0,1,0,0,0
5,Measles,11.138787555227735,NA,0.01340841403875837,NA,22.395097726503916,NA,NA,1,0,0,0,0
5,Norovirus,2.176596679464584,NA,0.020601728225109778,NA,1.1075818934231607,NA,NA,0,1,0,0,0
5,SFTS,0.13651537576318812,NA,0.10385015357231286,NA,10.58596398003525,NA,NA,0,1,0,0,1
5,EVA71,9.15858865577702,NA,0.01619190566003819,NA,4.679139745175434,NA,NA,1,1,0,0,0
5,hMPV,1.2,NA,0.042719339970642346,NA,5.627097771200171,NA,NA,1,1,0,0,0
5,Plague,6.955706503203339,NA,0.3910628524563194,NA,2.054604631999697,NA,NA,1,0,0,1,1
5,Smallpox,7.9970151304766945,NA,0.5019831252661462,NA,15.841065705007205,NA,NA,1,1,0,0,0
5,Chikungunya,1e-5,NA,1.0613819298052609e-5,NA,2.4509793238003965,NA,NA,0,0,0,0,1
5,RVFV,1e-5,NA,0.3553530369323721,NA,4.346154198200961,NA,NA,0,0,0,0,1
5,Anthrax,1e-5,NA,0.45,NA,8.14188960572093,NA,NA,1,1,0,1,0
6,COVID-19_WT,3.264783530643075,4.977287629981321,0.033307645807835046,0.3940384651034494,5.394070300759441,5.429082734775036,8.808983637409899,1,0,0,0,0
6,COVID-19_A,4.335839344804797,4.503625629777237,0.028067490058073897,NA,4.690563172795477,NA,NA,1,0,0,0,0
6,COVID-19_D,5.727536163195269,3.9068592841514285,0.020223054744362888,0.4993056025636692,4.78095679184544,4.423671562078157,6.504051941814407,1,0,0,0,0
6,COVID-19_O,8.876063562135826,3.4548950913554894,0.0069808714030326,0.18518637363755744,3.4551036240405786,2.5870386432947243,3.7067147830022966,1,0,0,0,0
6,Ebola,2.677126690344274,15.909320092120558,0.578,0.2528825912429637,8.953112901735755,9.464532861834805,8.729412307601114,0,1,0,1,0
6,Marburg,1.1816051033064872,9.763431908688755,0.48302162318789976,0.5592423120954702,6.6598254732554185,6.50725066227806,3.516444377330322,0,1,0,1,0
6,Lassa,1.2590234787779995,4.969575827455528,0.33913559801060905,NA,12.609247495305443,NA,NA,0,1,0,1,0
6,CCHF,0.03250886505467646,11.88896419676876,0.21589496232098204,NA,5.8894190401075415,NA,NA,0,1,0,1,1
6,Nipah,0.9414435296377025,13.50009451881136,0.6033213332443881,NA,11.523930393401994,NA,NA,0,1,0,1,0
6,Zika,0.25935644389528645,12.423748188118122,1.577204355967381e-8,NA,6.281564676006033,NA,NA,0,0,1,0,1
6,Mpox,1.3123169835166189,7.296989207750243,0.029036729023695057,0.41463625462986775,8.368304983288713,3,6.162048197505566,0,1,0,1,0
6,H1N1_18,1.7284103291042503,2.9039049774368846,0.02497076368068067,0.6410490367319815,1.34,1.62094243827161,0.8784882417656128,1,0,0,0,0
6,H2N2,1.5452815435518992,3.708337144760148,0.02,NA,2.5026721841841786,NA,NA,1,0,0,0,0
6,H3N2,1.6473755805501213,3.0045270296615256,0.02,NA,1.48,NA,NA,1,0,0,0,0
6,H1N1_09,1.5661972514668339,2.0414489267363694,2e-4,9.896941759775034,1.633933454818007,2.9582887392971524,2.8596510804408046,1,0,0,0,0
6,H5N1,0.21554444756425395,6.9330519830370605,0.561403277478514,NA,4.708463033484525,NA,NA,1,0,0,1,0
6,SARS,2.3025376908221133,3.342915061740194,0.10133633505502591,0.22675777072633463,4.965689717371188,6.706666666666666,9.484,1,0,0,0,0
6,MERS,1.5863688866338526,11.271250431884862,0.4156654746271594,0.05025702690021263,6.919870122497781,7,9.450340563042777,1,0,0,1,0
6,HIV,2.638742009573791,NA,0.9,NA,1910.0325771869334,NA,NA,0,1,1,0,0
6,Cholera,1.8078275825182955,NA,0.045,NA,1.3333727879111852,NA,NA,0,1,0,0,0
6,Measles,18.812463922389885,NA,0.01339162730651854,NA,6.751813914190501,NA,NA,1,0,0,0,0
6,Norovirus,2.265817450503825,NA,4.393438080639305e-104,NA,1.1241843352861298,NA,NA,0,1,0,0,0
6,SFTS,0.11644562051555242,NA,0.1119331999065053,NA,10.58019118629171,NA,NA,0,1,0,0,1
6,EVA71,7.415484029028675,NA,0.016805475677172842,NA,5.934986409638131,NA,NA,1,1,0,0,0
6,hMPV,1.2,NA,0.036369661082345,NA,6.039502535084732,NA,NA,1,1,0,0,0
6,Plague,7.920621388534176,NA,0.28806928914992225,NA,1.7692766747861186,NA,NA,1,0,0,1,1
6,Smallpox,7.013501658967008,NA,0.4771068655147621,NA,17.18321095924614,NA,NA,1,1,0,0,0
6,Chikungunya,1e-5,NA,4.324105405411362e-4,NA,3.2763016196750976,NA,NA,0,0,0,0,1
6,RVFV,1e-5,NA,0.1772505581307173,NA,3.8857679448618083,NA,NA,0,0,0,0,1
6,Anthrax,1e-5,NA,0.45,NA,7.331131448808479,NA,NA,1,1,0,1,0
7,COVID-19_WT,2.244523264541952,4.591972327908684,0.03750338065301695,0.5983468836298323,5.865744847283395,5.500344331026295,8.218193726250298,1,0,0,0,0
7,COVID-19_A,4.2200263996812595,2.8984932885691643,0.021984774504134295,NA,4.872378244674464,NA,NA,1,0,0,0,0
7,COVID-19_D,3.818390315750649,4.171901116347167,0.020546525996285828,0.5970462999765045,4.687631365057564,4.550291143574304,7.351202274625428,1,0,0,0,0
7,COVID-19_O,10.017215418137475,3.088818500514017,0.003454402990417222,0.09608308560073286,3.4046184614323862,2.750362993136803,3.6537896228816296,1,0,0,0,0
7,Ebola,3.372114128121236,15.19584514318029,0.6282071803003152,0.27151997816745427,8.226589790952392,9.8944202125592,6.070273171897107,0,1,0,1,0
7,Marburg,1.6163175497357127,6.501153906388921,0.7764481261690483,0.6639416301452504,5.1574571675570935,6.348130450953301,3.1641159787279443,0,1,0,1,0
7,Lassa,1e-5,7.8,0.3242814176745327,NA,12.242092288998336,NA,NA,0,1,0,1,0
7,CCHF,0.010147447090069858,11.164858120305743,0.19370198502211522,NA,5.526818269688076,NA,NA,0,1,0,1,1
7,Nipah,0.31892515519353887,13.567234288811397,0.6734293107821312,NA,7.406061533055141,NA,NA,0,1,0,1,0
7,Zika,0.05850092881785542,11.589402206606191,1.9719479771332835e-4,NA,5.6675686912805565,NA,NA,0,0,1,0,1
7,Mpox,1.8200593074339917,11.214130665346536,0.04650520413606842,0.45512003170732285,8.759762083313634,3,8.026349128229638,0,1,0,1,0
7,H1N1_18,2.040668422793927,2.7667104521156998,0.02297299013006293,1.0618997345627337,1.34,1.60620313219079,1.4433586370878029,1,0,0,0,0
7,H2N2,1.6656684456486808,3.5634179334466167,0.02,NA,2.3162250351000195,NA,NA,1,0,0,0,0
7,H3N2,1.6968084818047589,3.064341367423172,0.02,NA,1.48,NA,NA,1,0,0,0,0
7,H1N1_09,1.7194810598711443,2.8681660544907475,2e-4,6.153996615423899,1.5482257951369311,2.6355120862440584,3.3782692259502025,1,0,0,0,0
7,H5N1,0.009157841657492505,5.544239138917408,0.6070952661624804,NA,4.761732382616971,NA,NA,1,0,0,1,0
7,SARS,1.845540848110218,19.17621575783418,0.09866730032604902,0.16341389424472125,5.162587553526999,6,8.842,1,0,0,0,0
7,MERS,1.4367980938663623,13.628234794888542,0.4795463096853691,0.0244225620186624,6.585377923426797,7,15.51892022667843,1,0,0,1,0
7,HIV,2.6373531982958514,NA,0.9,NA,4543.421660056079,NA,NA,0,1,1,0,0
7,Cholera,1.4655351337456493,NA,0.045,NA,1.5148545021862807,NA,NA,0,1,0,0,0
7,Measles,36.51561330586307,NA,0.013484374744380282,NA,15.071689923424586,NA,NA,1,0,0,0,0
7,Norovirus,2.125495986700907,NA,1.1422275665055024e-25,NA,1.1623151068410633,NA,NA,0,1,0,0,0
7,SFTS,0.11671024372151961,NA,0.10774187681520196,NA,10.14552945370775,NA,NA,0,1,0,0,1
7,EVA71,4.641384873931785,NA,0.02064437430184523,NA,4.226599945969268,NA,NA,1,1,0,0,0
7,hMPV,1.2,NA,0.03703958414431825,NA,9.248444406367673,NA,NA,1,1,0,0,0
7,Plague,9.34106862227957,NA,0.313538430752375,NA,2.1131797111387103,NA,NA,1,0,0,1,1
7,Smallpox,5.8280889332119745,NA,0.5581854481351154,NA,16.939095840466923,NA,NA,1,1,0,0,0
7,Chikungunya,1e-5,NA,1.467120741484982e-4,NA,2.3484407883942575,NA,NA,0,0,0,0,1
7,RVFV,1e-5,NA,0.16374582929068773,NA,3.7222543003259383,NA,NA,0,0,0,0,1
7,Anthrax,1e-5,NA,0.45,NA,4.668642230734876,NA,NA,1,1,0,1,0
8,COVID-19_WT,2.914353091256009,5.122209152127094,0.03853219437681643,0.6105457368349503,5.421498270919282,5.3355646479615455,6.954943517439836,1,0,0,0,0
8,COVID-19_A,4.4766510108418425,3.240715632892464,0.028562382972587435,NA,4.9381575028259395,NA,NA,1,0,0,0,0
8,COVID-19_D,5.249677015407451,3.845186434931194,0.012874640757005902,0.44169320389396227,4.3647159023489275,4.408405540186212,6.294242805961223,1,0,0,0,0
8,COVID-19_O,10.004305093915681,3.2494512546345606,1.60818207324773e-8,0.2837672799041794,3.4307605105325654,2.6009193886606083,3.4882545204024353,1,0,0,0,0
8,Ebola,1.8116480545694156,14.686519582331819,0.6106683070773511,0.4559808218415901,8.422075339567124,10.670293497202588,6.24316833622283,0,1,0,1,0
8,Marburg,0.8202661370341051,3.9913714043244695,0.5343702519430481,0.60072029475375055,6.891872853414922,6.121061507474226,3.753851993267271,0,1,0,1,0
8,Lassa,1e-5,10.267360165663773,0.351,NA,12.938223566290604,NA,NA,0,1,0,1,0
8,CCHF,0.012738711585307571,3.7121722260969063,0.19210826754109395,NA,5.817328648671457,NA,NA,0,1,0,1,1
8,Nipah,0.32583549046110777,13.367660893910815,0.5232694088393947,NA,9.648316466549282,NA,NA,0,1,0,1,0
8,Zika,0.16697296188662306,12.133663778469382,1.8773000078758965e-8,NA,6.549081122975984,NA,NA,0,0,1,0,1
8,Mpox,1.862395149061098,8.142405926980466,0.07347879789311743,0.3589564190253687,9.453644683276329,3,5.9328798396407745,0,1,0,1,0
