MCMC_Iteration,Pathogen_Name,R0_sampled,SI_Clust_sampled,CFR_sampled,k_sampled,LatentPeriod_sampled,InfectiousPeriod_sampled,IncubationPeriod_sampled,Route_resp,Route_direct,Route_sexual,Route_animal,Route_vector
2,H1N1_09,2.007024068506836,3.22408613430776,1.908326933457779e-4,6.198140767558988,2.5450735400758115,1.9695377403818506,1.6358555692773316,1,0,0,0,0
2,SARS,2.656848964818734,11.707533460268046,0.10220713470654035,0.18840386150784705,NA,6.365776553662135,4.164969134670879,1,0,0,0,0
2,MERS,5.184331755864184,1.0243204842555391,0.32540544349694617,58.904117258922405,NA,17.16197875409785,6.975501082339414,1,0,0,1,0
3,COVID-19_WT,2.1691169896553886,4.691246150387148,0.009074106808314972,0.543246360264605,5.413590312322144,9.991708356392081,4.197443798310417,1,0,0,0,0
3,COVID-19_D,5.272259635294895,3.4682570639244914,0.0045560440062270115,0.22339387586803786,4.303292396915086,7.573584181991671,4.3458308354952555,1,0,0,0,0
3,COVID-19_O,7.081703760682932,3.37902070900326,0,0.3115417992356117,3.166121996805087,4.370108877405389,3.6295918673801677,1,0,0,0,0
3,Ebola,1.852372800615558,11.768321398630206,0.5675445214687354,2.345133294651865,8.367946834209134,11.321883956973693,8.461360941020363,0,1,0,1,0
3,Marburg,1.6713974257579383,11.33606315784325,0.5826063353903181,0.5821031037201827,6.502525079449659,2.97740644398635,6.8054999640827125,0,1,0,1,0
3,Mpox,1.7942019396069255,13.346001378707314,0.02962656831780379,0.342699517038974,NA,7.988931575407321,13.53631516677796,0,1,0,1,0
3,H1N1_18,1.4265598568813167,2.9335195215987144,0.02167326251797061,1.1372662919676222,1.6538447950762367,0.8632962993352096,NA,1,0,0,0,0
3,H1N1_09,1.8045738219922445,2.8436912890591692,1.571916303230017e-4,8.38330630636897,2.70475367190819,3.459266779008107,1.8112444749001808,1,0,0,0,0
3,SARS,3.486027256237456,0,0.09981520111931903,0.18794866600627844,NA,4.4225319989404435,4.785269894127596,1,0,0,0,0
3,MERS,0.5642331655970106,14.61927099463845,0.3671827017503065,0.07296052270951416,NA,14.767201935562774,6.481518516129834,1,0,0,1,0
4,COVID-19_WT,2.7213650282162662,4.932635688092977,0.059783279284150115,0.5107676772611238,4.957654928492932,9.012892000161235,6.566566408584051,1,0,0,0,0
4,COVID-19_D,7.101322849712938,4.1868226434880995,0.00624696282320765,0.8887733319822511,4.428974911686483,5.86473990809472,4.4362798118326445,1,0,0,0,0
4,COVID-19_O,8.182560470097512,3.0462841399020633,0.0067796127270305685,0.10481371055795818,2.582863516840318,3.8511630722096952,3.3240039205485483,1,0,0,0,0
4,Ebola,1.8067066656628141,19.391655413989746,0.523008528403553,0,8.435233751695863,2.66785952792843,8.358487998355931,0,1,0,1,0
4,Marburg,0,10.68104500163705,0.5237531568875774,0.5969600435343432,6.491572253486141,2.3163863666431252,6.435427041962451,0,1,0,1,0
4,Mpox,1.857954666404652,8.862623421035483,0,0.33473033154407955,NA,5.584151477515613,5.59480830557823,0,1,0,1,0
4,H1N1_18,0.8553534924857038,1.9393228616088751,0.028825994101589977,0.74502577744166,1.607371344874207,1.3728375180520402,NA,1,0,0,0,0
4,H1N1_09,1.470244942070823,3.735659103608038,1.955664828497015e-4,9.257984643960151,2.8061571219319488,3.0877120818731307,1.578124294210846,1,0,0,0,0
4,SARS,2.1293978632137316,7.884299170351706,0.09412711572157871,0.2038148451423077,NA,5.845731540189296,3.8813930504910528,1,0,0,0,0
4,MERS,0.4604300359456841,17.38091122518162,0.48499706943618226,0.06781198946705111,NA,19.307098785404413,2.4921317826820992,1,0,0,1,0
5,COVID-19_WT,2.6841781151236197,5.20646137779202,0.02653467544789661,0.6281026949296424,5.664391698320939,13.738196372948995,4.486181803169965,1,0,0,0,0
5,COVID-19_D,5.42370930355459,4.180282408346019,0.0036285864936733336,0.8853196027383244,4.401107260911523,3.3889992009846117,5.015698940956866,1,0,0,0,0
5,COVID-19_O,9.229746036586011,3.071465928859073,5.878141279613739e-4,0.4118169361502808,2.6029468988894813,4.9160070143070005,3.5232530833696734,1,0,0,0,0
5,Ebola,1.6461774894513952,15.581350370962975,0.584755717733344,0.247172203160144,10.676993013639517,11.65513201087419,8.51085426713934,0,1,0,1,0
5,Marburg,1.212441287387413,2.0547104090160415,0.5672835355746025,0.5979554889502877,6.722444126768831,3.271728053549927,5.925616308742807,0,1,0,1,0
5,Mpox,1.8402536708013202,5.846387329001287,0.06777754308635264,0.26449538462063127,NA,2.0208532261197067,7.668951934827142,0,1,0,1,0
5,H1N1_18,0.8233479580590017,1.0333072252957751,0.025051126771312583,0.6285471081577432,1.606189826876806,0.9833936723441302,NA,1,0,0,0,0
5,H1N1_09,1.7312448542196097,1.76555179672662,1.9238086521411975e-4,8.140604619845119,2.8973087897881404,2.6939243429922257,1.4837015492019687,1,0,0,0,0
5,SARS,2.809673612653605,9.955759558568467,0.09197443692236223,0.16451011246860567,NA,4.944542054924158,4.084002339131611,1,0,0,0,0
5,MERS,0.11699417673221832,0,0.4597144321584775,0.4617575689127249,NA,15.41466894249766,5.470793484602472,1,0,0,1,0
6,COVID-19_WT,2.5647821654988,4.8396894214301085,0.026300343323265734,0.6227033234618558,5.369645369559569,0,6.673996695165188,1,0,0,0,0
6,COVID-19_D,5.198739158258158,3.659078198839257,0.0053711551611139415,0.8202911085045131,4.455975109128981,10.327319238839367,4.4052863403587965,1,0,0,0,0
6,COVID-19_O,10.73165455739162,2.9507843940073375,0,0.0972141145553277,2.3503268119243694,3.9630568929948593,3.315209245108014,1,0,0,0,0
6,Ebola,2.1037783315430634,11.809836087522374,0.5678982899720374,0.24451699125377654,11.63478600353195,11.17984059144884,8.298366763261246,0,1,0,1,0
6,Marburg,1.6409503600346462,5.5310208272927115,0.5671858982006854,0.6506511599333606,6.5416171966258325,3.1359691532677725,7.143647851500541,0,1,0,1,0
6,Mpox,1.804056298786891,8.341153479345698,0,0.47116269149468204,NA,3.403843644829206,8.812638481242596,0,1,0,1,0
6,H1N1_18,1.4057999956417877,1.4474045509268891,0.02423240114859552,0.5198036724915811,1.5469910442996817,0.923879743044286,NA,1,0,0,0,0
6,H1N1_09,1.270907572983916,3.646839433855987,1.4380450642078918e-4,8.890152629504838,2.5587462836790063,3.540050936370948,1.6344304967443979,1,0,0,0,0
6,SARS,2.461569109602175,13.144924348802322,0.09788471122262656,0.14585373279423738,NA,5.105948239004154,3.8659683686962865,1,0,0,0,0
6,MERS,0.12317628543627146,14.6507865979612,0.28680467172735274,30.29950027791805,NA,14.185451688516624,4.135811979427751,1,0,0,1,0
7,COVID-19_WT,2.209309889383091,4.588929318141264,0.025889091044687926,0.5722741828455897,5.523527129251362,9.395739968440777,7.106868593957143,1,0,0,0,0
7,COVID-19_D,7.584060921391776,3.639207006903976,0.020453698933780372,0.35775168901490656,4.206692110856624,6.370636888149855,5.080014703438006,1,0,0,0,0
7,COVID-19_O,6.63692252614109,3.305577052160208,0.0013799265917957843,0.3343074621566121,2.537610877858492,3.6183389748784274,3.4682900096877094,1,0,0,0,0
7,Ebola,9.665208288008628,14.768139581919684,0.6057801596727875,0.05862133849587502,10.330690593567214,4.071125566678491,8.830483789869394,0,1,0,1,0
7,Marburg,1.5778552560620265,9.075059463292432,0.6576443179232397,0.602708545316874,6.256957741480665,3.2578307490561977,6.860995909162703,0,1,0,1,0
7,Mpox,1.8202984448662562,8.755913020244453,0.013471087496164443,0.11971171590949337,NA,5.259598494725986,7.385684037205531,0,1,0,1,0
7,H1N1_18,5.39254565266783,1.9167177830347233,0.02270261254875257,0.8710949463503068,1.6473929521854915,0.3637160829724786,NA,1,0,0,0,0
7,H1N1_09,1.349523368142021,1.863091073737135,2.0925329914184902e-4,7.247245092341297,2.6017168976473317,2.8914154449928495,1.6491155789741005,1,0,0,0,0
7,SARS,2.9424470060467542,15.618674521022172,0.09694481418997376,0.2219064112927147,NA,5.748081162493843,4.782958943265288,1,0,0,0,0
7,MERS,0.4578174381592425,12.967726592790763,0.38708266418856685,0.055601845715933546,NA,20.56775891119789,6.906751924187197,1,0,0,1,0
8,COVID-19_WT,4.8880878910165295,4.796378410092086,0.027242639175576483,0.40090943880605223,4.896001075983253,8.637286822532811,4.57983571450824,1,0,0,0,0
8,COVID-19_D,6.3969655793406766,4.189141985057454,0.019098727434889492,0.8851259603642364,4.501397592041041,3.2971055789639405,5.262216658721184,1,0,0,0,0
8,COVID-19_O,8.801038315162934,2.9054684144385,0.001527781785077559,0.13029054020669512,2.4803518964483895,3.918672853093967,3.401264310151701,1,0,0,0,0
8,Ebola,8.884776896469068,19.517056160321552,0.5663557191050472,0.362277968400443,10.332223244438334,4.8876122710009,7.852500275177442,0,1,0,1,0
8,Marburg,0.4708686327183239,14.817049413058788,0.5470810755149049,0.6507939186954265,6.691464264089909,3.1167016544604538,6.833147705409993,0,1,0,1,0
8,Mpox,1.895811149381547,8.754044395534443,8.330739641729207e-4,1.1514729259252694,NA,3.1306734166144543,6.761954816817884,0,1,0,1,0
8,H1N1_18,1.7092833422449005,3.88478398316889,0.029966853961181695,0.7515344955809776,1.5295452977061537,1.2714587749848332,NA,1,0,0,0,0
8,H1N1_09,1.8101034929523259,1.8462219969584681,2.046983318302806e-4,7.694840925529199,2.5038344484346347,2.9385207533001574,1.4534667442890326,1,0,0,0,0
8,SARS,1.5795990460242204,11.078357837676903,0.10305781408508079,0.18580179313111095,NA,2.4920821978027456,4.147165728611045,1,0,0,0,0
8,MERS,0.9868388992168282,11.91718128769924,0.5993214777489423,0,NA,11.755377391659692,7.385678586124817,1,0,0,1,0
9,COVID-19_WT,2.8752944435213914,4.610483060111318,0.02079873527317647,0.5567227819227517,5.640523790368286,8.964757564076734,5.624105549529599,1,0,0,0,0
9,COVID-19_D,4.8498702290680695,4.192264731838861,0.019556994761551448,0.8700062091586076,4.324446247971219,5.015032833060461,5.048194481778337,1,0,0,0,0
9,COVID-19_O,15.242050784421005,3.121343679849251,0.007154054004529177,0.09962124340952108,2.5100112508364787,4.75348793009797,3.428978429587123,1,0,0,0,0
9,Ebola,1.3957973413553897,15.015057554926372,0.5798346950644896,0.08196926752965726,9.132058599184061,3.148090090413134,8.174030524324323,0,1,0,1,0
9,Marburg,1.528307645814945,10.328947584790814,0.7966522940441076,0.6649230856032975,6.2194971564845405,3.1988610743525383,12.364482767603167,0,1,0,1,0
9,Mpox,1.8159651374096044,9.049304714532466,0.07120910772910483,0.2107335851853799,NA,4.014846401089237,13.604234657762808,0,1,0,1,0
9,H1N1_18,4.390110123627287,2.1186460308997646,0.020056884038357852,0.6544657679284162,1.6146977492321044,1.5597645076823594,NA,1,0,0,0,0
9,H1N1_09,2.511544601477865,2.249837993929203,2.0742295919519316e-4,7.415107094733472,2.450429624357526,2.276415784061225,2.08300792901499,1,0,0,0,0
9,SARS,2.988060649109936,8.101810099883302,0.09558365077668894,0.29198203889595664,NA,6.124215034310445,3.636732653863469,1,0,0,0,0
9,MERS,5.697554238468232,12.968798164788831,0.27208199675645256,43.49444929179468,NA,16.25494793813936,6.250812838685897,1,0,0,1,0
10,COVID-19_WT,2.289253296418943,4.991561797590256,0.033983216035865654,0.4968246626488334,5.5733369693874035,9.92286321850417,6.881849864185379,1,0,0,0,0
10,COVID-19_D,4.3894988304746,3.5339679072129275,0.004309975810630624,0.5991106745460612,4.232265433840509,5.389548051277293,5.255716804972698,1,0,0,0,0
10,COVID-19_O,16.387273238362976,3.338580837174949,0.006978377905145691,0.11447887377543303,2.5292047384051553,4.2156684804580955,3.3251071391418336,1,0,0,0,0
10,Ebola,2.001003251087021,16.26020325034109,0.6108763741929844,0.2428612889555091,11.765048774876707,0,8.120966004480362,0,1,0,1,0
10,Marburg,1.570729554198576,6.751517766968165,0.4591868923782302,0.6100464824033337,6.219767808042682,2.8420977780229832,6.78473132411635,0,1,0,1,0
10,Mpox,1.7482526453127707,7.7540756951823315,0.02945369498991072,0.41873440558884006,NA,5.928800866995794,7.929230979419149,0,1,0,1,0
10,H1N1_18,1.2754310124956283,1.9777380171408936,0.022276970085824854,1.0302946470306338,1.550403961016294,0.5863902409348412,NA,1,0,0,0,0
10,H1N1_09,2.3285557646515387,2.8983860180384875,2.0072378440544604e-4,7.199941791016992,2.455851283583413,3.5475486618176753,1.9331477821636955,1,0,0,0,0
10,SARS,0.5073472068762158,7.619671119361324,0.09202045971978025,0.20695992208296762,NA,5.187051146554013,3.844417402480785,1,0,0,0,0
10,MERS,5.515112201127803,11.05964022200257,0.4166400097227268,36.554193481348804,NA,10.159716990735177,6.481497385252715,1,0,0,1,0
11,COVID-19_WT,2.8607848896234818,4.948315331369571,0.0014508086108646866,0.6724792649031631,5.424840858164038,10.143889785082452,6.584434875766419,1,0,0,0,0
11,COVID-19_D,5.957156219482574,3.896802735126176,0.00529676111593467,0.2543283034693405,4.633089270759245,3.7307622149356625,4.79397025960839,1,0,0,0,0
11,COVID-19_O,15.512331803830783,3.0041183033624694,1.045699566503118e-4,0.39638589043453765,2.6420320577055088,3.570285048607066,3.5140762371143506,1,0,0,0,0
11,Ebola,1.8054088908828363,15.85872449575277,0.67250253546687,0.06611787701531323,8.556957617006242,4.311763098754989,8.472782637481377,0,1,0,1,0
11,Marburg,1.59128133481674,7.563412476600825,0.48189855079552435,0.6078583147336499,6.962837124012015,2.9147081133105,7.231416110091721,0,1,0,1,0
11,Mpox,1.8971978873048405,8.450858341848544,0.013988120230858218,0.2853779107252962,NA,5.226727282563832,6.176492078099772,0,1,0,1,0
11,H1N1_18,0.7631595077816571,0.5657164934867558,0.02022947773603744,0.7581105125016563,1.5517294930133252,1.3185639617226077,NA,1,0,0,0,0
11,H1N1_09,1.5416638773784026,3.063573016039021,1.5820316197756194e-4,5.471749400361407,2.4968862626853574,2.7187715574153524,1.1421316657092122,1,0,0,0,0
11,SARS,1.3366406046151773,9.840615860883126,0.1039168447103252,0.18415943723264033,NA,5.8251497277682835,4.077648981418309,1,0,0,0,0
11,MERS,0.2284117509908163,4.219883627622165,0.46766312961875134,0,NA,14.319039802531101,7.021157060804153,1,0,0,1,0
12,COVID-19_WT,2.7665529493593395,5.162162239904404,0.027154528662699066,0.29314429352998495,5.271223951007854,9.024674411645186,4.665117109687797,1,0,0,0,0
12,COVID-19_D,4.939206312215677,4.184505972098224,0.00461113343737631,0.2661802305084062,4.411240470344328,4.116612923305444,4.227335207758546,1,0,0,0,0
12,COVID-19_O,10.540104943583273,3.382107122007412,0.0070904703220172,0.3809870369942878,2.5862925933757546,4.2610141965473325,3.2962397538679253,1,0,0,0,0
12,Ebola,1.9574227455809876,14.15099254881058,0.5332756004696227,0.2482022728476979,10.372144071104819,1.2681264550772786,9.041426946502755,0,1,0,1,0
12,Marburg,1.3986897222580832,2.814767942455057,0.6083350502442441,0.6298535550399867,6.497424015943122,2.817830262633069,6.944655779012244,0,1,0,1,0
12,Mpox,1.8641504129404178,7.949748502255531,5.020795339643863e-4,0.08093189271263113,NA,5.408308960348488,7.778079764970921,0,1,0,1,0
12,H1N1_18,0.41824361158531254,1.8369448744945085,0.018522932870397715,0.27062775595933597,1.674124692787782,1.0347486205544714,NA,1,0,0,0,0
12,H1N1_09,1.6454158835023938,1.946391736429383,1.850414005816739e-4,7.26065472928848,2.408186910231226,2.522885639553614,1.4600732239487644,1,0,0,0,0
12,SARS,3.0646295153610925,9.524433239054886,0.09932781780875329,0.22949307164444005,NA,5.653909139110042,3.7628655288031436,1,0,0,0,0
12,MERS,0.7349561517187331,0,0.3777193612634031,0.06309881597636352,NA,12.231722766960816,10.102192477669886,1,0,0,1,0
13,COVID-19_WT,3.041765545151975,4.863983817757721,0.025564172564076806,0.3892305899777835,4.331978955168848,9.425285938793555,6.642987134835444,1,0,0,0,0
13,COVID-19_D,4.519777494901154,4.202338627771738,0.01940785590971397,0.6649026908767306,4.536938691780381,9.12383460611022,4.190567592852924,1,0,0,0,0
13,COVID-19_O,11.637918673551676,3.197512742873151,0.007197655158152477,0.25951786303245084,3.2296662095129873,4.254471719835385,3.4686225024377326,1,0,0,0,0
13,Ebola,1.8796046136795785,17.201407707542906,0.6026239841300464,0.30976621395657644,11.211421072741286,5.405981184065901,9.008460337961683,0,1,0,1,0
13,Marburg,0.7621561321405889,4.740296760244685,0.7195803756842918,0.5624022229559653,6.376446942039264,2.957554994062538,6.0736506106719785,0,1,0,1,0
13,Mpox,1.8472909629268115,8.424082246488807,0.06769391802946975,0.6011827537889962,NA,7.538041360991782,7.483385396337072,0,1,0,1,0
13,H1N1_18,1.625788368908896,1.6709701023060444,0.024870704467762794,0.7862827568384707,1.5835912255314513,0.6930374859535657,NA,1,0,0,0,0
13,H1N1_09,1.595959905823283,2.756938129532301,2.0214470069509528e-4,7.677674186248851,2.9077104124619337,3.7285489293449308,1.9426263500250271,1,0,0,0,0
13,SARS,2.8678813057461254,7.947438511623559,0.10013123814990176,0.19650317173839568,NA,3.0059212126693993,5.043142999142513,1,0,0,0,0
13,MERS,0.9870507535583369,13.78966625618916,0.3724520364498341,16.965943912660748,NA,13.628320599306608,4.929567373474387,1,0,0,1,0
14,COVID-19_WT,2.549014897236744,4.633812423118519,0.028516322773563623,0.3122235030467071,5.429307558973954,9.086395168315288,6.3158756222287336,1,0,0,0,0
14,COVID-19_D,6.948228348224474,4.177667659896307,0.020241070158298197,0.7993636163349217,4.617529256263932,2.8119447444533634,4.912033668899716,1,0,0,0,0
14,COVID-19_O,16.383472394375023,3.1544829764227185,0,0.10214002836754715,3.1485222846039322,4.969500330613261,3.2976237099985926,1,0,0,0,0
14,Ebola,12.852991833393592,15.312950759059449,0.6055772033827835,0.04814877191384309,11.217251852863948,4.156522040094832,8.740679802338603,0,1,0,1,0
14,Marburg,1.5943571384324255,3.9955865378384283,0.6087013625790092,0.6108206759977632,6.443738274287178,3.1631041429877484,6.774545864950167,0,1,0,1,0
14,Mpox,1.8057380550581033,7.836957065409669,0.028196919191042634,0.3194643896365117,NA,6.683201550473863,12.788397564939503,0,1,0,1,0
14,H1N1_18,3.4188415347047423,2.3199848394878115,0.025359647778700582,1.146069766739187,1.6683015862169195,1.3964192625633958,NA,1,0,0,0,0
14,H1N1_09,1.7498320001480634,1.3961408803280122,2.11129295311107e-4,8.168194793771816,2.5472120702788112,3.5862374376987987,2.012431464046512,1,0,0,0,0
14,SARS,0.4989199900041699,8.462183830563102,0.09550951139803782,0.22156607010053167,NA,5.668751399439465,3.827846199196636,1,0,0,0,0
14,MERS,0.908900984933406,6.339558147548664,0.5485637129430407,0.05333043592533856,NA,17.92698531902609,6.747039275002626,1,0,0,1,0
15,COVID-19_WT,0,4.991152006407967,0.02519309399022381,0.613564718795593,4.941781647187958,8.341474016917275,6.126880108085567,1,0,0,0,0
15,COVID-19_D,3.9378436140142767,4.198438025634394,0.0027068055796218614,0.2965870950173142,4.432810995627869,4.8864660534507625,4.586781906332866,1,0,0,0,0
15,COVID-19_O,14.199850493294306,3.289124916969611,0,0.2475740067981906,3.2367889947847166,4.320821294667761,3.4039212075572562,1,0,0,0,0
15,Ebola,1.4535731491920993,14.617047036909888,0.5383121448481639,2.650493675361257,7.593958903578663,8.35909244694899,8.27935094901243,0,1,0,1,0
15,Marburg,1.615873548096014,15.01281158755166,0.600616883696705,0.639390471710494,6.337291773772632,2.8502305092313645,6.856429521737075,0,1,0,1,0
15,Mpox,1.8494618474296485,8.007038216312516,0.025770722259179618,0.19178594057192763,NA,6.186031447955504,8.607439105316764,0,1,0,1,0
15,H1N1_18,2.4889068126494323,3.288232481065308,0.024231856917528403,1.0582778716423533,1.6571620212036204,1.1320122832754964,NA,1,0,0,0,0
15,H1N1_09,1.2106133796312275,2.070840748690448,1.9523502608194347e-4,6.78203290973907,2.8619639594963138,4.487714819143469,1.9788855450717437,1,0,0,0,0
15,SARS,0.8972926181428231,6.771567985047266,0.08989776546916281,0.17889185625953807,NA,5.343689122321403,4.784693450432832,1,0,0,0,0
15,MERS,0.5176066229434015,12.549075837074682,0.49852109204166334,0.06652074781948814,NA,19.515220207948335,7.026831360385079,1,0,0,1,0
16,COVID-19_WT,4.666809311878676,4.846737047519369,0.038090608981083816,0.6889251036594669,5.336427695543376,19.833940826713174,4.375300926836131,1,0,0,0,0
16,COVID-19_D,5.00569281085654,4.194460275978535,0.02002545294153815,0.393550424020337,4.296937334534873,3.461769387633142,4.874342364822684,1,0,0,0,0
16,COVID-19_O,11.08058022457443,3.065206639863019,0.007026203066292291,0.4440495426144041,2.652071503790548,3.61184084663739,3.3358668269313396,1,0,0,0,0
16,Ebola,1.59648193703942,14.558886418859263,0.5871843313328904,0.05104392303191982,11.3749693823076,10.645492086747558,8.231998749341656,0,1,0,1,0
16,Marburg,0.7909798929811666,11.217461399838768,0.7098373774684176,0.6237329496817685,6.297799434834083,2.549613935065952,6.713088821647512,0,1,0,1,0
16,Mpox,1.7308782178127244,7.077338076845986,0.031564816516071854,0,NA,6.61038010840096,7.232391525987569,0,1,0,1,0
16,H1N1_18,4.982531935262018,3.634775938633886,0.025798288868550026,0.8091258090025308,1.6164041576355803,0.9358819560181184,NA,1,0,0,0,0
16,H1N1_09,1.566132817577776,3.636796491772926,2.2288525415923712e-4,7.6761272418246715,2.4951701117935805,3.500121583516698,1.6592876137815735,1,0,0,0,0
16,SARS,2.5151643658808274,9.775659041414269,0.10674474419088911,0.236069163241273,NA,4.662319359332676,3.6431894495368224,1,0,0,0,0
16,MERS,0.6881229823195653,14.330529236576524,0.208811873150213,13.557884778689544,NA,20.66483243741592,5.686314839943276,1,0,0,1,0
17,COVID-19_WT,3.372389987405299,4.96740313054571,0.03939095208280494,0.4180873862782803,5.901159849086126,8.579599403977076,4.842272077678541,1,0,0,0,0
17,COVID-19_D,3.6691621791710105,3.22600570497385,0.001676011788502315,0.2699730446708466,4.464019740102906,6.048440132470134,4.215656896539274,1,0,0,0,0
17,COVID-19_O,7.202516707633418,2.942758435397329,0.006981693213036205,0.10726772244413893,3.285870775669571,3.667728547616365,3.4151239238131956,1,0,0,0,0
17,Ebola,10.537672673007075,14.963942962651606,0.6365246498001328,0.2943416873821365,10.781497746896013,0.46493550261526995,8.305071626529733,0,1,0,1,0
17,Marburg,0.9818439332376816,10.752464715141544,0.7352960264675265,0.6422888101174244,6.616648956427385,2.791533167952604,10.55848816077673,0,1,0,1,0
17,Mpox,1.8069539644751251,7.292268881301399,0.03052878513273799,0.2127814439915929,NA,2.2686090624970343,7.617190792785976,0,1,0,1,0
17,H1N1_18,3.511675273646508,1.5065179529146626,0.02967163875083426,0.7508120833897997,1.5914229280009236,1.09215753961251,NA,1,0,0,0,0
17,H1N1_09,1.8206794534829338,3.0204888838726602,1.7733080080459347e-4,7.906790750116941,2.533489056492105,3.589881976847975,2.12418542957086,1,0,0,0,0
17,SARS,2.052477696749116,9.261760720942824,0.09141328347652938,0.20906182043036126,NA,4.503789426397585,4.260646337002573,1,0,0,0,0
17,MERS,0.9691412118255235,14.894795889566907,0.3481035287146679,0,NA,16.229170014625318,6.76155880419463,1,0,0,1,0
18,COVID-19_WT,3.170591228762052,4.810201737777772,0.026193012967897392,0.7853592988306559,5.591881831611556,8.601308903956308,4.671183493457878,1,0,0,0,0
18,COVID-19_D,3.2867599801415612,3.7385422230594036,0.004840217560720549,0.6576479947278222,4.2440057002559985,6.426983775698137,4.977856930643135,1,0,0,0,0
18,COVID-19_O,5.825617808345081,3.187457471562415,0.006994704978345739,0.4443546330211257,2.5213636829813186,3.8170382309987367,3.409151874659276,1,0,0,0,0
18,Ebola,1.860342376021979,16.067147794386255,0.6092410538008917,0.7402486739361293,9.524560595052945,4.905322027311625,8.606001151237358,0,1,0,1,0
18,Marburg,1.6540222892775187,14.070174141525076,0.9009602079269683,0.5540924214324018,6.278347146509325,2.7275447722107216,6.689678217754213,0,1,0,1,0
18,Mpox,1.8083939658995545,8.24670925610088,0.03326228291681204,0.45549978421943516,NA,1.8434713963355462,7.768166089491964,0,1,0,1,0
18,H1N1_18,2.6057175323466444,3.4042710428739476,0.02595397905673287,0.666022282164025,1.5283381800798042,1.135427376348864,NA,1,0,0,0,0
18,H1N1_09,1.5692375902447884,2.748421695173397,1.956177724639591e-4,8.031870838780867,2.6648311271618668,3.708642665380912,1.8332876589286036,1,0,0,0,0
18,SARS,3.7032111179942735,9.708370263241259,0.09263066336784649,0.2603620723826222,NA,5.424560580648726,4.729494957931433,1,0,0,0,0
18,MERS,0.857039585899932,13.589619192455894,0.5536866003238228,0.08358847677386733,NA,21.75125793823001,6.956511403835602,1,0,0,1,0
19,COVID-19_WT,2.8195138220069276,4.971621192417307,0.01690253597726018,0.5016695551072878,5.209764442175239,0,6.161399364981764,1,0,0,0,0
19,COVID-19_D,7.808167495593668,4.183185488293187,0.020095023572422977,0.9490196690268271,4.507745019511223,9.073436182103661,4.2794081251997405,1,0,0,0,0
19,COVID-19_O,6.219993108004418,3.0491822853901844,0.007238283117167712,0.11733023896723377,2.866527643432822,4.151246093276424,3.237149829814479,1,0,0,0,0
