.chain,.iteration,.draw,1,2,value,type
1,75,75,2.47851,0.262301,9.08040371825176,Lognormal
1,76,76,2.42586,0.236993,12.644336117935,Lognormal
1,77,77,2.50063,0.303875,13.5116898132994,Lognormal
1,78,78,2.43914,0.304765,12.0925523650979,Lognormal
1,79,79,2.42495,0.224859,11.4521354114978,Lognormal
1,80,80,2.44385,0.296732,11.3541365101801,Lognormal
1,81,81,2.5191,0.28044,15.8614573000421,Lognormal
1,82,82,2.42807,0.302667,14.6244045198516,Lognormal
1,83,83,2.4674,0.301447,12.5942049186518,Lognormal
1,84,84,2.47808,0.309701,16.9817741778917,Lognormal
1,85,85,2.44532,0.258163,11.5267981058272,Lognormal
1,86,86,2.45118,0.295817,10.2947716496965,Lognormal
1,87,87,2.45118,0.295817,10.9253955155071,Lognormal
1,88,88,2.42956,0.260825,11.633994021091,Lognormal
1,89,89,2.46305,0.29379,16.6157068625841,Lognormal
1,90,90,2.47338,0.334739,11.7487060718843,Lognormal
1,91,91,2.48242,0.267975,10.9408340827046,Lognormal
1,92,92,2.44115,0.263057,12.1778209464279,Lognormal
1,93,93,2.46657,0.26783,10.221588811044,Lognormal
1,94,94,2.43899,0.233563,12.7747797797312,Lognormal
1,95,95,2.43832,0.201772,11.5026465328708,Lognormal
1,96,96,2.38102,0.384497,12.9183497473302,Lognormal
1,97,97,2.38526,0.289744,11.0930912370718,Lognormal
1,98,98,2.39198,0.29348,16.7585177321223,Lognormal
1,99,99,2.3807,0.288135,9.39019446903208,Lognormal
1,100,100,2.3807,0.288135,9.64431517340515,Lognormal
1,101,101,2.46454,0.242311,7.2730343779587,Lognormal
1,102,102,2.46952,0.281823,8.48135677311504,Lognormal
1,103,103,2.39846,0.292313,13.6493242918431,Lognormal
1,104,104,2.46562,0.250808,11.0859420726118,Lognormal
1,105,105,2.54706,0.268918,16.3173097479521,Lognormal
1,106,106,2.50626,0.26952,15.4034869834502,Lognormal
1,107,107,2.48423,0.303816,15.6925465078258,Lognormal
1,108,108,2.50524,0.268632,11.2800169348015,Lognormal
1,109,109,2.36702,0.312786,7.68437584386882,Lognormal
1,110,110,2.41315,0.354984,12.3666548171576,Lognormal
1,111,111,2.40846,0.37558,13.3248942044743,Lognormal
1,112,112,2.46994,0.278413,5.63534782283012,Lognormal
1,113,113,2.37891,0.305996,7.74375600238037,Lognormal
1,114,114,2.41185,0.215248,9.77232420011086,Lognormal
1,115,115,2.42564,0.250083,10.891411042719,Lognormal
1,116,116,2.43153,0.347058,9.27235807125517,Lognormal
1,117,117,2.42489,0.342275,16.9337904038443,Lognormal
1,118,118,2.4353,0.270144,13.5704086670854,Lognormal
1,119,119,2.43048,0.295342,10.5097705499657,Lognormal
1,120,120,2.5656,0.284185,13.4186340534572,Lognormal
1,121,121,2.5656,0.284185,12.7671024993918,Lognormal
1,122,122,2.35178,0.297859,7.28146967287565,Lognormal
1,123,123,2.38125,0.332963,17.2029874545063,Lognormal
1,124,124,2.48606,0.345659,14.5044372246807,Lognormal
1,125,125,2.46743,0.299275,11.9311102804696,Lognormal
1,126,126,2.42889,0.251561,13.7268136749253,Lognormal
1,127,127,2.46838,0.243744,9.96715525193967,Lognormal
1,128,128,2.35002,0.307286,5.40822803654275,Lognormal
1,129,129,2.49669,0.327128,9.52748203606641,Lognormal
1,130,130,2.54719,0.330261,11.8213263817912,Lognormal
1,131,131,2.39088,0.289023,17.2297518555877,Lognormal
1,132,132,2.47427,0.242391,7.90224750915892,Lognormal
1,133,133,2.4177,0.333484,7.73148147028601,Lognormal
1,134,134,2.46243,0.241232,9.52902220892806,Lognormal
1,135,135,2.46243,0.241232,11.1841582649196,Lognormal
1,136,136,2.44469,0.321903,8.31871191143164,Lognormal
1,137,137,2.49892,0.27616,11.4187081202676,Lognormal
1,138,138,2.4063,0.310334,8.07294047265068,Lognormal
1,139,139,2.41442,0.308231,13.1889804476348,Lognormal
1,140,140,2.35348,0.262511,13.5870126406799,Lognormal
1,141,141,2.54977,0.301816,12.3994908507896,Lognormal
1,142,142,2.42513,0.294403,8.92195694201132,Lognormal
1,143,143,2.4099,0.234105,12.0715921704011,Lognormal
1,144,144,2.41844,0.316086,15.0253718513734,Lognormal
1,145,145,2.48624,0.211476,12.3763015375744,Lognormal
1,146,146,2.41391,0.276944,8.9506510795301,Lognormal
1,147,147,2.49706,0.230146,11.3187259951995,Lognormal
1,148,148,2.40521,0.346224,10.1957628656784,Lognormal
1,149,149,2.41544,0.322936,4.87556119783459,Lognormal
1,150,150,2.53913,0.30125,12.8482938477788,Lognormal
1,151,151,2.42753,0.300628,12.6353262823095,Lognormal
1,152,152,2.45582,0.325443,13.4563469721657,Lognormal
1,153,153,2.45582,0.325443,7.29010742282468,Lognormal
1,154,154,2.36618,0.241715,15.3110665063224,Lognormal
1,155,155,2.38672,0.269604,13.5202243950062,Lognormal
1,156,156,2.48153,0.307806,17.8318610023166,Lognormal
1,157,157,2.40622,0.272508,11.4253750059037,Lognormal
1,158,158,2.44322,0.231911,11.7230383581106,Lognormal
1,159,159,2.47908,0.261746,11.8329339258142,Lognormal
1,160,160,2.46407,0.274892,10.4006384739977,Lognormal
1,161,161,2.46288,0.287862,13.0685392468831,Lognormal
1,162,162,2.46768,0.373472,8.48979431227915,Lognormal
1,163,163,2.54192,0.293966,11.0695730358849,Lognormal
1,164,164,2.57159,0.303729,8.59313239192195,Lognormal
1,165,165,2.33084,0.258692,10.8065200210266,Lognormal
1,166,166,2.32583,0.25583,10.6342309301904,Lognormal
1,167,167,2.48236,0.333007,8.06135223444649,Lognormal
1,168,168,2.43338,0.275674,16.3785254164169,Lognormal
1,169,169,2.46253,0.22004,10.2651806170699,Lognormal
1,170,170,2.46253,0.22004,8.01307384577842,Lognormal
1,171,171,2.37681,0.321081,13.8094168339566,Lognormal
1,172,172,2.54045,0.268536,13.5525392952351,Lognormal
1,173,173,2.49609,0.228148,8.73683506266918,Lognormal
1,174,174,2.40578,0.281802,8.82507948215793,Lognormal
1,175,175,2.48468,0.275422,10.3795112025267,Lognormal
1,176,176,2.41894,0.248268,14.8578621489848,Lognormal
1,177,177,2.4916,0.271957,8.94586981888032,Lognormal
1,178,178,2.44742,0.238628,13.3834633771008,Lognormal
1,179,179,2.44742,0.238628,7.9869577381264,Lognormal
1,180,180,2.40284,0.280064,11.4347974174531,Lognormal
1,181,181,2.44716,0.246183,12.3851291335311,Lognormal
1,182,182,2.43086,0.251074,9.24036463425819,Lognormal
1,183,183,2.45489,0.279268,12.2534061723827,Lognormal
1,184,184,2.38642,0.263244,10.2511111009842,Lognormal
1,185,185,2.51315,0.27952,9.22745727180588,Lognormal
1,186,186,2.51292,0.331749,14.2946738027312,Lognormal
1,187,187,2.45204,0.285574,13.6442875897043,Lognormal
1,188,188,2.39628,0.310507,11.5656186677075,Lognormal
1,189,189,2.50592,0.347225,12.7353188618275,Lognormal
1,190,190,2.40253,0.271804,8.74053002815431,Lognormal
1,191,191,2.52999,0.273237,19.9550509597896,Lognormal
1,192,192,2.4832,0.237266,16.2128679368347,Lognormal
1,193,193,2.44602,0.278804,9.40026153475051,Lognormal
1,194,194,2.44237,0.272111,14.2825801025803,Lognormal
1,195,195,2.50787,0.356485,17.7860807131075,Lognormal
1,196,196,2.40193,0.223672,11.2148910434635,Lognormal
1,197,197,2.3902,0.266284,10.207051681896,Lognormal
1,198,198,2.51287,0.287708,9.62741351704176,Lognormal
1,199,199,2.40725,0.249968,8.90531141331798,Lognormal
1,200,200,2.39344,0.337767,8.52818864420618,Lognormal
1,201,201,2.40025,0.394836,18.7542934171222,Lognormal
1,202,202,2.41235,0.267917,12.4014520352166,Lognormal
1,203,203,2.43999,0.278018,14.5494798878562,Lognormal
1,204,204,2.48291,0.206189,13.2744278206354,Lognormal
1,205,205,2.43128,0.268218,8.29452940661238,Lognormal
1,206,206,2.46339,0.286979,9.14577615247567,Lognormal
1,207,207,2.45111,0.27809,9.90161368192657,Lognormal
1,208,208,2.39605,0.33832,9.90955511047059,Lognormal
1,209,209,2.48322,0.309661,12.6090681457642,Lognormal
1,210,210,2.45662,0.229626,10.2358893785364,Lognormal
1,211,211,2.4373,0.273168,9.20875952013126,Lognormal
1,212,212,2.45813,0.268333,13.8981249190571,Lognormal
1,213,213,2.43889,0.223182,14.3427937097724,Lognormal
1,214,214,2.43276,0.349223,11.7248623017281,Lognormal
1,215,215,2.40831,0.249212,11.6843557389547,Lognormal
1,216,216,2.52019,0.289007,7.02676989045773,Lognormal
1,217,217,2.33456,0.382664,28.2040968522308,Lognormal
1,218,218,2.41523,0.285157,11.8410421249794,Lognormal
1,219,219,2.47033,0.273583,13.9107448822297,Lognormal
1,220,220,2.44482,0.261288,8.66040398231983,Lognormal
1,221,221,2.44313,0.299163,10.0834496571095,Lognormal
1,222,222,2.44742,0.285222,7.8150604613085,Lognormal
1,223,223,2.41773,0.232999,9.76084283633458,Lognormal
1,224,224,2.49323,0.252746,11.9029514025224,Lognormal
1,225,225,2.53438,0.364722,11.2000387936686,Lognormal
1,226,226,2.51834,0.343381,14.1810593636326,Lognormal
1,227,227,2.47671,0.345821,16.664666691221,Lognormal
1,228,228,2.39112,0.283275,8.37841914995062,Lognormal
1,229,229,2.4314,0.29478,12.0948808495148,Lognormal
1,230,230,2.53221,0.310368,16.7627582970164,Lognormal
1,231,231,2.40755,0.232091,14.8380941316204,Lognormal
1,232,232,2.41913,0.259243,13.8600375850978,Lognormal
1,233,233,2.40215,0.246976,9.47263978270232,Lognormal
1,234,234,2.40215,0.246976,6.84494167387684,Lognormal
1,235,235,2.3877,0.301812,12.4525289366855,Lognormal
1,236,236,2.4917,0.256512,18.7965545547875,Lognormal
1,237,237,2.43071,0.284685,13.1509272740248,Lognormal
1,238,238,2.43071,0.284685,9.67497123074611,Lognormal
1,239,239,2.47193,0.279992,10.0914022385699,Lognormal
1,240,240,2.47193,0.279992,15.6651374238774,Lognormal
1,241,241,2.48051,0.311391,10.9087683868088,Lognormal
1,242,242,2.39495,0.283094,14.3911071156625,Lognormal
1,243,243,2.41961,0.322555,10.3364624601003,Lognormal
1,244,244,2.44781,0.289449,10.621031903881,Lognormal
1,245,245,2.46411,0.274825,11.4801458754174,Lognormal
1,246,246,2.40052,0.294868,7.34389202221136,Lognormal
1,247,247,2.39636,0.24532,12.2801190477274,Lognormal
1,248,248,2.5444,0.359693,14.0873791601108,Lognormal
1,249,249,2.39308,0.277503,10.724905875012,Lognormal
1,250,250,2.42668,0.331275,15.2362279700263,Lognormal
1,251,251,2.47347,0.234397,12.041460226396,Lognormal
1,252,252,2.45136,0.383352,19.2727236490135,Lognormal
1,253,253,2.41215,0.327769,11.2364555397071,Lognormal
1,254,254,2.37997,0.231591,10.0011212638602,Lognormal
1,255,255,2.39006,0.248319,9.14367790932331,Lognormal
1,256,256,2.49205,0.24756,8.65639949714451,Lognormal
1,257,257,2.43677,0.271308,8.23775636531353,Lognormal
1,258,258,2.34088,0.337012,12.8085805487919,Lognormal
1,259,259,2.35041,0.313169,15.2212741350265,Lognormal
1,260,260,2.48147,0.293147,10.6364361428004,Lognormal
1,261,261,2.51634,0.277971,14.1541504864083,Lognormal
1,262,262,2.47281,0.331231,13.2723588086965,Lognormal
1,263,263,2.37492,0.266285,11.0502498653929,Lognormal
1,264,264,2.44256,0.319028,15.9037377304587,Lognormal
1,265,265,2.42379,0.278812,9.70609016696482,Lognormal
1,266,266,2.48485,0.260288,9.89243602539186,Lognormal
1,267,267,2.46467,0.25066,9.27112315101785,Lognormal
1,268,268,2.44837,0.257397,15.1439631087712,Lognormal
1,269,269,2.41464,0.280079,7.71938138980363,Lognormal
1,270,270,2.50466,0.311573,6.65901994715156,Lognormal
1,271,271,2.38629,0.301479,12.9600529548026,Lognormal
1,272,272,2.46667,0.239505,14.6734824206299,Lognormal
1,273,273,2.38916,0.297039,8.31278545727101,Lognormal
1,274,274,2.40317,0.226952,9.02076124657456,Lognormal
1,275,275,2.50656,0.246794,14.1648080408502,Lognormal
1,276,276,2.41078,0.265532,9.34793027583432,Lognormal
1,277,277,2.46581,0.289184,8.97322582172474,Lognormal
1,278,278,2.48913,0.272654,17.68058678409,Lognormal
1,279,279,2.49862,0.263129,12.2385812391814,Lognormal
1,280,280,2.42569,0.26415,10.977423111815,Lognormal
1,281,281,2.45403,0.33097,14.1493999641185,Lognormal
1,282,282,2.46281,0.207996,12.106939931473,Lognormal
1,283,283,2.4561,0.234065,11.9543668469962,Lognormal
1,284,284,2.43344,0.303829,10.503190291313,Lognormal
1,285,285,2.44329,0.248233,9.96003090041085,Lognormal
1,286,286,2.49836,0.269945,10.2716857695114,Lognormal
1,287,287,2.27899,0.31814,7.94477537989555,Lognormal
1,288,288,2.36987,0.362516,18.6325256749033,Lognormal
1,289,289,2.4043,0.339796,7.24945434302831,Lognormal
1,290,290,2.50911,0.314119,12.6912297123624,Lognormal
1,291,291,2.38033,0.310811,9.61378925177752,Lognormal
1,292,292,2.44694,0.250025,6.97315676135631,Lognormal
1,293,293,2.50625,0.325701,11.6495387912458,Lognormal
1,294,294,2.51469,0.329271,14.2289654233244,Lognormal
1,295,295,2.42294,0.323623,16.3542941717054,Lognormal
1,296,296,2.48009,0.273023,16.9402958556008,Lognormal
1,297,297,2.40639,0.283278,12.8515092906585,Lognormal
1,298,298,2.4345,0.29622,7.45391588242199,Lognormal
1,299,299,2.4055,0.273486,12.1734569970866,Lognormal
1,300,300,2.5777,0.335921,18.6250953341377,Lognormal
1,301,301,2.44392,0.298259,12.0204645826502,Lognormal
1,302,302,2.44392,0.298259,8.42325262706416,Lognormal
1,303,303,2.45419,0.396057,12.9342450081038,Lognormal
1,304,304,2.43725,0.413693,12.3752033523922,Lognormal
1,305,305,2.43951,0.291696,10.8332563047948,Lognormal
1,306,306,2.45887,0.278533,9.91587895666406,Lognormal
1,307,307,2.46896,0.240597,12.5062429747335,Lognormal
1,308,308,2.51536,0.32005,14.7227524442849,Lognormal
1,309,309,2.42862,0.281793,7.8025202583857,Lognormal
1,310,310,2.3843,0.279563,6.72360840359319,Lognormal
1,311,311,2.43976,0.268816,12.2477949373178,Lognormal
1,312,312,2.54986,0.285212,7.04303227237148,Lognormal
1,313,313,2.56814,0.289311,12.1688694248419,Lognormal
1,314,314,2.40013,0.344169,10.7087018934394,Lognormal
1,315,315,2.48554,0.244503,14.6870745580883,Lognormal
1,316,316,2.43137,0.317023,8.21729173188865,Lognormal
1,317,317,2.47251,0.291039,21.0059639872731,Lognormal
1,318,318,2.46749,0.246248,10.8196198668114,Lognormal
1,319,319,2.44359,0.331208,22.6754360935521,Lognormal
1,320,320,2.45816,0.252979,8.07159891211373,Lognormal
1,321,321,2.35264,0.323351,11.8269492453691,Lognormal
1,322,322,2.30717,0.280835,5.88447691937137,Lognormal
1,323,323,2.41289,0.317144,9.0788295231151,Lognormal
1,324,324,2.40499,0.244696,12.9734031054475,Lognormal
1,325,325,2.48119,0.317434,17.8058589675148,Lognormal
1,326,326,2.44748,0.301039,8.08148453422953,Lognormal
1,327,327,2.44192,0.262152,14.2303848184477,Lognormal
1,328,328,2.41202,0.203139,11.7924944716225,Lognormal
1,329,329,2.32555,0.292569,13.3369601764546,Lognormal
1,330,330,2.49787,0.257775,9.26192143863162,Lognormal
1,331,331,2.46023,0.246151,12.2761348783166,Lognormal
1,332,332,2.43437,0.276433,17.0520485417926,Lognormal
1,333,333,2.43437,0.276433,7.77968090859817,Lognormal
1,334,334,2.43437,0.276433,12.064950106273,Lognormal
1,335,335,2.46715,0.286029,15.8081578504656,Lognormal
1,336,336,2.43166,0.319376,6.97924602652298,Lognormal
1,337,337,2.45723,0.26746,13.3176893735197,Lognormal
1,338,338,2.46155,0.297218,13.6747740583517,Lognormal
1,339,339,2.51276,0.26964,17.1712322465536,Lognormal
1,340,340,2.3777,0.265263,7.46600792012375,Lognormal
1,341,341,2.42477,0.220843,8.89977936225401,Lognormal
1,342,342,2.53431,0.305179,16.1331944365606,Lognormal
1,343,343,2.49045,0.261935,8.4559710109122,Lognormal
1,344,344,2.50042,0.277859,11.9247876669733,Lognormal
1,345,345,2.40782,0.385075,15.6503231797099,Lognormal
1,346,346,2.40588,0.380903,16.1335533019183,Lognormal
1,347,347,2.37303,0.263418,7.305888951782,Lognormal
1,348,348,2.49923,0.310786,7.64251003550762,Lognormal
1,349,349,2.48587,0.30173,12.18922091265,Lognormal
1,350,350,2.41907,0.262571,11.156903562454,Lognormal
1,351,351,2.46943,0.290829,16.1592061147921,Lognormal
1,352,352,2.34999,0.307223,8.7046731645896,Lognormal
1,353,353,2.534,0.257666,14.4693552757222,Lognormal
1,354,354,2.51745,0.275779,12.9684432873936,Lognormal
1,355,355,2.42942,0.309919,10.6316314103282,Lognormal
1,356,356,2.36488,0.406073,8.91121642688221,Lognormal
1,357,357,2.39857,0.263126,12.2629575665851,Lognormal
1,358,358,2.44126,0.237894,15.6131600659806,Lognormal
1,359,359,2.46042,0.274152,9.56926704370122,Lognormal
1,360,360,2.49413,0.325261,10.1694055513983,Lognormal
1,361,361,2.39393,0.345714,9.71815088381902,Lognormal
1,362,362,2.35553,0.362538,7.32354502101983,Lognormal
1,363,363,2.45972,0.38431,16.6360453656664,Lognormal
1,364,364,2.42575,0.238788,10.8653610413937,Lognormal
1,365,365,2.39388,0.303762,19.4204202359443,Lognormal
1,366,366,2.45774,0.250481,15.305618292146,Lognormal
1,367,367,2.50585,0.298694,8.86259224216212,Lognormal
1,368,368,2.35671,0.284877,12.2406255919231,Lognormal
1,369,369,2.51046,0.249077,14.9490930027781,Lognormal
1,370,370,2.39555,0.317615,11.6670609196565,Lognormal
1,371,371,2.42686,0.384847,10.9114472872878,Lognormal
1,372,372,2.47732,0.265276,9.46158452800627,Lognormal
1,373,373,2.47732,0.265276,15.7874524714408,Lognormal
1,374,374,2.41661,0.283791,10.1802713359733,Lognormal
1,375,375,2.49457,0.299244,9.93722349974328,Lognormal
1,376,376,2.43083,0.306496,11.6690418500504,Lognormal
1,377,377,2.50249,0.265658,9.96994533049046,Lognormal
1,378,378,2.52763,0.391004,7.75385778779415,Lognormal
1,379,379,2.50367,0.301404,8.41683030645634,Lognormal
1,380,380,2.46832,0.238001,13.5331208118071,Lognormal
1,381,381,2.43353,0.246369,10.4412573075723,Lognormal
1,382,382,2.51085,0.218291,14.4863031982454,Lognormal
1,383,383,2.48381,0.34307,14.5896581079944,Lognormal
1,384,384,2.34616,0.217883,10.4345445141468,Lognormal
1,385,385,2.57663,0.368188,16.8322121886251,Lognormal
1,386,386,2.47703,0.301757,14.9909795657251,Lognormal
1,387,387,2.44639,0.316141,9.38608723221018,Lognormal
1,388,388,2.40703,0.262541,8.90967300948371,Lognormal
1,389,389,2.38759,0.286085,14.8373638933401,Lognormal
1,390,390,2.36557,0.2943,9.0689275463498,Lognormal
1,391,391,2.51814,0.265934,12.4942921625137,Lognormal
1,392,392,2.45616,0.316276,14.2020238675586,Lognormal
1,393,393,2.41915,0.267816,11.9810269319899,Lognormal
1,394,394,2.41915,0.267816,15.1902915589168,Lognormal
1,395,395,2.35987,0.289865,12.7639712635423,Lognormal
1,396,396,2.42464,0.315698,14.6875696583767,Lognormal
1,397,397,2.40626,0.233587,11.1244420769657,Lognormal
1,398,398,2.49901,0.244691,9.35717303119007,Lognormal
1,399,399,2.42969,0.313268,7.5763363759249,Lognormal
1,400,400,2.50671,0.264553,10.9159844679304,Lognormal
1,401,401,2.41095,0.282897,10.1693690141154,Lognormal
1,402,402,2.47602,0.280826,14.281962719804,Lognormal
1,403,403,2.59009,0.376578,9.8179612739221,Lognormal
1,404,404,2.55386,0.354338,19.7210599876543,Lognormal
1,405,405,2.37319,0.253491,8.89513114296692,Lognormal
1,406,406,2.39468,0.286174,10.0926012864829,Lognormal
1,407,407,2.46692,0.258302,12.1615766161973,Lognormal
1,408,408,2.44927,0.255425,13.3917889829163,Lognormal
1,409,409,2.46799,0.312714,9.12343413721918,Lognormal
1,410,410,2.39059,0.346239,12.9497947804992,Lognormal
1,411,411,2.427,0.298078,7.89115325448322,Lognormal
1,412,412,2.45941,0.211507,13.24528252715,Lognormal
1,413,413,2.45781,0.266375,21.5607390282816,Lognormal
1,414,414,2.45515,0.305675,10.65201969966,Lognormal
1,415,415,2.52512,0.298081,20.7263491106539,Lognormal
1,416,416,2.38749,0.27224,10.1359972843527,Lognormal
1,417,417,2.38749,0.27224,6.553513421904,Lognormal
1,418,418,2.35047,0.331542,13.3230174421321,Lognormal
1,419,419,2.31147,0.272147,8.40081127807948,Lognormal
1,420,420,2.36003,0.317996,9.4919021988434,Lognormal
1,421,421,2.32197,0.310389,9.14443322957236,Lognormal
1,422,422,2.3611,0.312546,11.6041994449761,Lognormal
1,423,423,2.32905,0.314674,10.2041796516512,Lognormal
1,424,424,2.37823,0.399288,8.53042290823169,Lognormal
1,425,425,2.37615,0.320553,9.34590661524961,Lognormal
1,426,426,2.41643,0.338707,16.9381219064003,Lognormal
1,427,427,2.54636,0.275077,11.0242219979509,Lognormal
1,428,428,2.34624,0.281597,9.29530200690979,Lognormal
1,429,429,2.47616,0.249851,7.81546407276026,Lognormal
1,430,430,2.37074,0.289192,13.402999357694,Lognormal
1,431,431,2.4813,0.256996,11.6418211096766,Lognormal
1,432,432,2.41819,0.309287,14.909566756891,Lognormal
1,433,433,2.37739,0.333335,9.8792651494974,Lognormal
1,434,434,2.50927,0.306712,9.30827085826685,Lognormal
1,435,435,2.52001,0.283812,17.9088789872594,Lognormal
1,436,436,2.5157,0.276656,21.8109185862743,Lognormal
1,437,437,2.44448,0.339082,17.1222327894892,Lognormal
1,438,438,2.39846,0.260342,12.6073859131601,Lognormal
1,439,439,2.40507,0.314064,17.2960864687813,Lognormal
1,440,440,2.46613,0.249955,11.4315897601612,Lognormal
1,441,441,2.46613,0.249955,13.7541288067733,Lognormal
1,442,442,2.44856,0.336839,16.8929343130203,Lognormal
1,443,443,2.44793,0.322067,10.5191862005574,Lognormal
1,444,444,2.45824,0.310941,12.2013099058655,Lognormal
1,445,445,2.421,0.290799,17.6665674680051,Lognormal
1,446,446,2.41888,0.272318,6.3357640026864,Lognormal
1,447,447,2.4886,0.297467,13.0581531269507,Lognormal
1,448,448,2.50227,0.228726,14.5147669663747,Lognormal
1,449,449,2.48041,0.242252,11.7687143132747,Lognormal
1,450,450,2.48391,0.31404,11.1248018535728,Lognormal
1,451,451,2.46784,0.285191,14.0918673093652,Lognormal
1,452,452,2.44103,0.2821,7.51438241686083,Lognormal
1,453,453,2.45957,0.355893,10.8001940992336,Lognormal
1,454,454,2.47155,0.312715,11.0027716837876,Lognormal
1,455,455,2.42166,0.248316,8.63615783194391,Lognormal
1,456,456,2.42166,0.248316,17.0842625092826,Lognormal
1,457,457,2.42166,0.248316,11.3407845236147,Lognormal
1,458,458,2.43522,0.282249,11.4916241765387,Lognormal
1,459,459,2.46224,0.266876,11.6670620508499,Lognormal
1,460,460,2.53503,0.261751,18.0139054194613,Lognormal
1,461,461,2.48881,0.355094,14.2226494470032,Lognormal
1,462,462,2.45227,0.231287,8.36222487066438,Lognormal
1,463,463,2.4638,0.247421,11.7643705690627,Lognormal
1,464,464,2.47465,0.237695,20.2516321435788,Lognormal
1,465,465,2.47398,0.233313,14.7300715417926,Lognormal
1,466,466,2.50758,0.215931,12.1084901541885,Lognormal
